text,doc_id,paper_title,year,section,prev_text,prev_section,next_text,next_section,label
"In many ways, postediting is comparable to proof-reading human translations, however in some ways it differs.",1378247,Domain specific {MT} in use,2008,Post-editing Experiences in a 'Real-life' Translation Project,Post-editing was a more complex job than they had expected.,Post-editing Experiences in a 'Real-life' Translation Project,The LSP set out by hiring experienced Microsoft translators to do the postediting.,Post-editing Experiences in a 'Real-life' Translation Project,
The LSP set out by hiring experienced Microsoft translators to do the postediting.,1378248,Domain specific {MT} in use,2008,Post-editing Experiences in a 'Real-life' Translation Project,"In many ways, postediting is comparable to proof-reading human translations, however in some ways it differs.",Post-editing Experiences in a 'Real-life' Translation Project,"Unexpectedly, when delivering the first post-editing assignment, it did not pass Microsoft's validation process so they learned that good translators are not necessarily good post-editors. ",Post-editing Experiences in a 'Real-life' Translation Project,
"Unexpectedly, when delivering the first post-editing assignment, it did not pass Microsoft's validation process so they learned that good translators are not necessarily good post-editors. ",1378249,Domain specific {MT} in use,2008,Post-editing Experiences in a 'Real-life' Translation Project,The LSP set out by hiring experienced Microsoft translators to do the postediting.,Post-editing Experiences in a 'Real-life' Translation Project,Another aspect of the post-editing project was that rates were lower than the rates of ordinary translation projects.,Post-editing Experiences in a 'Real-life' Translation Project,
Another aspect of the post-editing project was that rates were lower than the rates of ordinary translation projects.,1378250,Domain specific {MT} in use,2008,Post-editing Experiences in a 'Real-life' Translation Project,"Unexpectedly, when delivering the first post-editing assignment, it did not pass Microsoft's validation process so they learned that good translators are not necessarily good post-editors. ",Post-editing Experiences in a 'Real-life' Translation Project,Low rates are based on the assumption that there is a productivity gain when using machine translation compared to human translation in a TM environment. ,Post-editing Experiences in a 'Real-life' Translation Project,
Low rates are based on the assumption that there is a productivity gain when using machine translation compared to human translation in a TM environment. ,1378251,Domain specific {MT} in use,2008,Post-editing Experiences in a 'Real-life' Translation Project,Another aspect of the post-editing project was that rates were lower than the rates of ordinary translation projects.,Post-editing Experiences in a 'Real-life' Translation Project,Based on the lessons learned from this Microsoft project it can be concluded that good post-editing skills differ from good translation skills so other vendor profiles have to be chosen and secondly that low rates on post-editing require that less time can be spent on translation.,Post-editing Experiences in a 'Real-life' Translation Project,
Based on the lessons learned from this Microsoft project it can be concluded that good post-editing skills differ from good translation skills so other vendor profiles have to be chosen and secondly that low rates on post-editing require that less time can be spent on translation.,1378252,Domain specific {MT} in use,2008,Post-editing Experiences in a 'Real-life' Translation Project,Low rates are based on the assumption that there is a productivity gain when using machine translation compared to human translation in a TM environment. ,Post-editing Experiences in a 'Real-life' Translation Project,What is the ideal post-editor profile then?,Post-editor Profile,
What is the ideal post-editor profile then?,1378253,Domain specific {MT} in use,2008,Post-editor Profile,Based on the lessons learned from this Microsoft project it can be concluded that good post-editing skills differ from good translation skills so other vendor profiles have to be chosen and secondly that low rates on post-editing require that less time can be spent on translation.,Post-editing Experiences in a 'Real-life' Translation Project,"First of all, the ideal post-editor has to fulfil the requirements stated by clients in the localization industry.",Post-editor Profile,
"First of all, the ideal post-editor has to fulfil the requirements stated by clients in the localization industry.",1378254,Domain specific {MT} in use,2008,Post-editor Profile,What is the ideal post-editor profile then?,Post-editor Profile,These requirements include:  The use of consistent terminology  Continuity with existing translations => existing translated text strings cannot be altered  Compliance with client's style guides ,Post-editor Profile,
These requirements include:  The use of consistent terminology  Continuity with existing translations => existing translated text strings cannot be altered  Compliance with client's style guides ,1378255,Domain specific {MT} in use,2008,Post-editor Profile,"First of all, the ideal post-editor has to fulfil the requirements stated by clients in the localization industry.",Post-editor Profile,Ability to observe deadlines ,Post-editor Profile,
Ability to observe deadlines ,1378256,Domain specific {MT} in use,2008,Post-editor Profile,These requirements include:  The use of consistent terminology  Continuity with existing translations => existing translated text strings cannot be altered  Compliance with client's style guides ,Post-editor Profile,"Ability to adapt level of quality to price pressure restraints In our experience, this is the ideal post-editor profile: ",Post-editor Profile,
"Ability to adapt level of quality to price pressure restraints In our experience, this is the ideal post-editor profile: ",1378257,Domain specific {MT} in use,2008,Post-editor Profile,Ability to observe deadlines ,Post-editor Profile,A good post-editor knows the domain ,Post-editor Profile,
A good post-editor knows the domain ,1378258,Domain specific {MT} in use,2008,Post-editor Profile,"Ability to adapt level of quality to price pressure restraints In our experience, this is the ideal post-editor profile: ",Post-editor Profile,A good post-editor has very good skills in his/her native language ,Post-editor Profile,
A good post-editor has very good skills in his/her native language ,1378259,Domain specific {MT} in use,2008,Post-editor Profile,A good post-editor knows the domain ,Post-editor Profile,A good post-editor can implement style guides and consistent terminology.,Post-editor Profile,
A good post-editor can implement style guides and consistent terminology.,1378260,Domain specific {MT} in use,2008,Post-editor Profile,A good post-editor has very good skills in his/her native language ,Post-editor Profile,A good post-editor is an experienced proof-reader.,Post-editor Profile,
A good post-editor is an experienced proof-reader.,1378261,Domain specific {MT} in use,2008,Post-editor Profile,A good post-editor can implement style guides and consistent terminology.,Post-editor Profile,"He/she can make swift decisions on ""good -no good"" in order to be able to discard machinetranslated text strings that are not worthwhile post-editing, but need to be translated from scratch.",Post-editor Profile,
"He/she can make swift decisions on ""good -no good"" in order to be able to discard machinetranslated text strings that are not worthwhile post-editing, but need to be translated from scratch.",1378262,Domain specific {MT} in use,2008,Post-editor Profile,A good post-editor is an experienced proof-reader.,Post-editor Profile,"In many ways, the profile of a good post-editor fits a good translator.",Post-editor Profile,
"In many ways, the profile of a good post-editor fits a good translator.",1378263,Domain specific {MT} in use,2008,Post-editor Profile,"He/she can make swift decisions on ""good -no good"" in order to be able to discard machinetranslated text strings that are not worthwhile post-editing, but need to be translated from scratch.",Post-editor Profile,"However, there is one significant and very important difference: the ability to decide -within a few seconds -whether a translation should be discarded.",Post-editor Profile,
"However, there is one significant and very important difference: the ability to decide -within a few seconds -whether a translation should be discarded.",1378264,Domain specific {MT} in use,2008,Post-editor Profile,"In many ways, the profile of a good post-editor fits a good translator.",Post-editor Profile,Many translators tend to spend too much time on this decision process.,Post-editor Profile,
Many translators tend to spend too much time on this decision process.,1378265,Domain specific {MT} in use,2008,Post-editor Profile,"However, there is one significant and very important difference: the ability to decide -within a few seconds -whether a translation should be discarded.",Post-editor Profile,"What really matters for the users is the amount of time spent on post-editing the output, compared with the amount of time spent on translation with the tools they are used to in the translation process.",Comparing SMT with TMs,
"What really matters for the users is the amount of time spent on post-editing the output, compared with the amount of time spent on translation with the tools they are used to in the translation process.",1378266,Domain specific {MT} in use,2008,Comparing SMT with TMs,Many translators tend to spend too much time on this decision process.,Post-editor Profile,"As an LSP, the TM environment is the standard translation platform.",Comparing SMT with TMs,
"As an LSP, the TM environment is the standard translation platform.",1378267,Domain specific {MT} in use,2008,Comparing SMT with TMs,"What really matters for the users is the amount of time spent on post-editing the output, compared with the amount of time spent on translation with the tools they are used to in the translation process.",Comparing SMT with TMs,"Consequently, one of Inter-Set's goals in the project was to compare SMT with TM.",Comparing SMT with TMs,
"Consequently, one of Inter-Set's goals in the project was to compare SMT with TM.",1378268,Domain specific {MT} in use,2008,Comparing SMT with TMs,"As an LSP, the TM environment is the standard translation platform.",Comparing SMT with TMs,"Also, based on the low post-editing rates compared to standard translation rates, it was -from a financial point of view -interesting to see whether using SMT did actually produce a productivity gain compared to the traditional TM environment. ",Comparing SMT with TMs,
"Also, based on the low post-editing rates compared to standard translation rates, it was -from a financial point of view -interesting to see whether using SMT did actually produce a productivity gain compared to the traditional TM environment. ",1378269,Domain specific {MT} in use,2008,Comparing SMT with TMs,"Consequently, one of Inter-Set's goals in the project was to compare SMT with TM.",Comparing SMT with TMs,"In the domain of mobile phones (sub-domain E), a TM translation was compared to an SMT translation.",Comparing SMT with TMs,
"In the domain of mobile phones (sub-domain E), a TM translation was compared to an SMT translation.",1378270,Domain specific {MT} in use,2008,Comparing SMT with TMs,"Also, based on the low post-editing rates compared to standard translation rates, it was -from a financial point of view -interesting to see whether using SMT did actually produce a productivity gain compared to the traditional TM environment. ",Comparing SMT with TMs,First the text to be translated in the TM tool was analysed.,Comparing SMT with TMs,
First the text to be translated in the TM tool was analysed.,1378271,Domain specific {MT} in use,2008,Comparing SMT with TMs,"In the domain of mobile phones (sub-domain E), a TM translation was compared to an SMT translation.",Comparing SMT with TMs,The result of the analysis can be seen in table 6.,Comparing SMT with TMs,
The result of the analysis can be seen in table 6.,1378272,Domain specific {MT} in use,2008,Comparing SMT with TMs,First the text to be translated in the TM tool was analysed.,Comparing SMT with TMs,Then it was estimated how much time would be needed to translate the text in a TM environment. ,Comparing SMT with TMs,
Then it was estimated how much time would be needed to translate the text in a TM environment. ,1378273,Domain specific {MT} in use,2008,Comparing SMT with TMs,The result of the analysis can be seen in table 6.,Comparing SMT with TMs,"It turned out that translating the remaining 1,749 words in a TM environment took 6 hours, while the translation task using SMT took 2 hours giving a productivity gain of 67%.",Comparing SMT with TMs,
"It turned out that translating the remaining 1,749 words in a TM environment took 6 hours, while the translation task using SMT took 2 hours giving a productivity gain of 67%.",1378274,Domain specific {MT} in use,2008,Comparing SMT with TMs,Then it was estimated how much time would be needed to translate the text in a TM environment. ,Comparing SMT with TMs,"Even though the amount of test data is sparse, this investigation indicates that a productivity gain can be used shifting from a TM environment to an SMT system. ",Comparing SMT with TMs,
"Even though the amount of test data is sparse, this investigation indicates that a productivity gain can be used shifting from a TM environment to an SMT system. ",1378275,Domain specific {MT} in use,2008,Comparing SMT with TMs,"It turned out that translating the remaining 1,749 words in a TM environment took 6 hours, while the translation task using SMT took 2 hours giving a productivity gain of 67%.",Comparing SMT with TMs,We also investigated the connection between the TM match percentages and the Usability scores of the two test documents.,Comparing SMT with TMs,
We also investigated the connection between the TM match percentages and the Usability scores of the two test documents.,1378276,Domain specific {MT} in use,2008,Comparing SMT with TMs,"Even though the amount of test data is sparse, this investigation indicates that a productivity gain can be used shifting from a TM environment to an SMT system. ",Comparing SMT with TMs,"Table 7 shows that in the two tests 16% (A) and 8% (B) have a match of 95%-100% in the TM, but a larger percentage of the sentences get the score usability=3",Comparing SMT with TMs,
"Table 7 shows that in the two tests 16% (A) and 8% (B) have a match of 95%-100% in the TM, but a larger percentage of the sentences get the score usability=3",1378277,Domain specific {MT} in use,2008,Comparing SMT with TMs,We also investigated the connection between the TM match percentages and the Usability scores of the two test documents.,Comparing SMT with TMs,(Good translation): 17% and 20%.,Comparing SMT with TMs,
(Good translation): 17% and 20%.,1378278,Domain specific {MT} in use,2008,Comparing SMT with TMs,"Table 7 shows that in the two tests 16% (A) and 8% (B) have a match of 95%-100% in the TM, but a larger percentage of the sentences get the score usability=3",Comparing SMT with TMs,"It can also be seen that 67% and 81% of the sentences have ""No match"" in the TMs.",Comparing SMT with TMs,
"It can also be seen that 67% and 81% of the sentences have ""No match"" in the TMs.",1378279,Domain specific {MT} in use,2008,Comparing SMT with TMs,(Good translation): 17% and 20%.,Comparing SMT with TMs,Compared with the Usability scores only 23% and 19% of the sentences get the score Usablity=1.,Comparing SMT with TMs,
Compared with the Usability scores only 23% and 19% of the sentences get the score Usablity=1.,1378280,Domain specific {MT} in use,2008,Comparing SMT with TMs,"It can also be seen that 67% and 81% of the sentences have ""No match"" in the TMs.",Comparing SMT with TMs,This also indicates that using SMT for this text type could be beneficial.,Comparing SMT with TMs,
This also indicates that using SMT for this text type could be beneficial.,1378281,Domain specific {MT} in use,2008,Comparing SMT with TMs,Compared with the Usability scores only 23% and 19% of the sentences get the score Usablity=1.,Comparing SMT with TMs,"The use of sub-domain phrase tables addresses the point that the LSP would like to gain as much as possible from the client/text type specific training data, but on the other hand also would like to have a broad coverage of words and phrases.",Use of Sub-domain Phrase Tables,
"The use of sub-domain phrase tables addresses the point that the LSP would like to gain as much as possible from the client/text type specific training data, but on the other hand also would like to have a broad coverage of words and phrases.",1378282,Domain specific {MT} in use,2008,Use of Sub-domain Phrase Tables,This also indicates that using SMT for this text type could be beneficial.,Comparing SMT with TMs,Training an SMT system on a small amount of training material for a given sub-domain leads to a narrow lexical coverage which again results in low translation quality.,Use of Sub-domain Phrase Tables,
Training an SMT system on a small amount of training material for a given sub-domain leads to a narrow lexical coverage which again results in low translation quality.,1378283,Domain specific {MT} in use,2008,Use of Sub-domain Phrase Tables,"The use of sub-domain phrase tables addresses the point that the LSP would like to gain as much as possible from the client/text type specific training data, but on the other hand also would like to have a broad coverage of words and phrases.",Use of Sub-domain Phrase Tables,In order to cope with this problem and to get a better system performance a number of phrase tables were combined.,Use of Sub-domain Phrase Tables,
In order to cope with this problem and to get a better system performance a number of phrase tables were combined.,1378284,Domain specific {MT} in use,2008,Use of Sub-domain Phrase Tables,Training an SMT system on a small amount of training material for a given sub-domain leads to a narrow lexical coverage which again results in low translation quality.,Use of Sub-domain Phrase Tables,"For the training material available (Table 1) four out of five sub-domain corpora are very small (less than 300,000 words for each sub-domain). ",Use of Sub-domain Phrase Tables,
"For the training material available (Table 1) four out of five sub-domain corpora are very small (less than 300,000 words for each sub-domain). ",1378285,Domain specific {MT} in use,2008,Use of Sub-domain Phrase Tables,In order to cope with this problem and to get a better system performance a number of phrase tables were combined.,Use of Sub-domain Phrase Tables,As expected we got poor results when translating the development test set based only on these small sub-corpora.,Use of Sub-domain Phrase Tables,
As expected we got poor results when translating the development test set based only on these small sub-corpora.,1378286,Domain specific {MT} in use,2008,Use of Sub-domain Phrase Tables,"For the training material available (Table 1) four out of five sub-domain corpora are very small (less than 300,000 words for each sub-domain). ",Use of Sub-domain Phrase Tables,Consequently we decided to combine the sub-domain phrase tables with the phrase table based on all the five sub-domain corpora.,Use of Sub-domain Phrase Tables,
Consequently we decided to combine the sub-domain phrase tables with the phrase table based on all the five sub-domain corpora.,1378287,Domain specific {MT} in use,2008,Use of Sub-domain Phrase Tables,As expected we got poor results when translating the development test set based only on these small sub-corpora.,Use of Sub-domain Phrase Tables,This combination can be done using the MOSES decoder as MOSES has an option allowing more phrase tables to be used in the same translation process.,Use of Sub-domain Phrase Tables,
This combination can be done using the MOSES decoder as MOSES has an option allowing more phrase tables to be used in the same translation process.,1378288,Domain specific {MT} in use,2008,Use of Sub-domain Phrase Tables,Consequently we decided to combine the sub-domain phrase tables with the phrase table based on all the five sub-domain corpora.,Use of Sub-domain Phrase Tables,In this test the sub-domain specific translation table is given a weight of 0.5 while the general phrase table is given a weight of 0.2.,Use of Sub-domain Phrase Tables,
In this test the sub-domain specific translation table is given a weight of 0.5 while the general phrase table is given a weight of 0.2.,1378289,Domain specific {MT} in use,2008,Use of Sub-domain Phrase Tables,This combination can be done using the MOSES decoder as MOSES has an option allowing more phrase tables to be used in the same translation process.,Use of Sub-domain Phrase Tables,The results of translating the five sub-domain test corpora compared with the results using only one phrase table is shown in Table 8.,Use of Sub-domain Phrase Tables,
The results of translating the five sub-domain test corpora compared with the results using only one phrase table is shown in Table 8.,1378290,Domain specific {MT} in use,2008,Use of Sub-domain Phrase Tables,In this test the sub-domain specific translation table is given a weight of 0.5 while the general phrase table is given a weight of 0.2.,Use of Sub-domain Phrase Tables,"It can be seen that for the sub-domains A, B, C and E both the BLEU and the TER scores are significantly better yielding an increase of 2.2 to 3.7 BLEU points and of 1.8 to 2.8 TER points.",Use of Sub-domain Phrase Tables,
"It can be seen that for the sub-domains A, B, C and E both the BLEU and the TER scores are significantly better yielding an increase of 2.2 to 3.7 BLEU points and of 1.8 to 2.8 TER points.",1378291,Domain specific {MT} in use,2008,Use of Sub-domain Phrase Tables,The results of translating the five sub-domain test corpora compared with the results using only one phrase table is shown in Table 8.,Use of Sub-domain Phrase Tables,We find it likely that further improvement can be obtained by such a type of optimization and regard it as a promising strategy for at the same time to give sub-domain training material priority and obtain a broader lexical coverage.,Use of Sub-domain Phrase Tables,
We find it likely that further improvement can be obtained by such a type of optimization and regard it as a promising strategy for at the same time to give sub-domain training material priority and obtain a broader lexical coverage.,1378292,Domain specific {MT} in use,2008,Use of Sub-domain Phrase Tables,"It can be seen that for the sub-domains A, B, C and E both the BLEU and the TER scores are significantly better yielding an increase of 2.2 to 3.7 BLEU points and of 1.8 to 2.8 TER points.",Use of Sub-domain Phrase Tables,In a study done by [12] test of domain corpus adaptation for broader domain coverage is reported with an increase of 1.7 BLEU points.,Use of Sub-domain Phrase Tables,
In a study done by [12] test of domain corpus adaptation for broader domain coverage is reported with an increase of 1.7 BLEU points.,1378293,Domain specific {MT} in use,2008,Use of Sub-domain Phrase Tables,We find it likely that further improvement can be obtained by such a type of optimization and regard it as a promising strategy for at the same time to give sub-domain training material priority and obtain a broader lexical coverage.,Use of Sub-domain Phrase Tables,"Combinations of domain corpora with corpora covering general language are under further investigation in collaboration with the LSP, including weighting of the phrase tables that favours the use of the domain terminology rather than the general vocabulary.",Use of Sub-domain Phrase Tables,
"Combinations of domain corpora with corpora covering general language are under further investigation in collaboration with the LSP, including weighting of the phrase tables that favours the use of the domain terminology rather than the general vocabulary.",1378294,Domain specific {MT} in use,2008,Use of Sub-domain Phrase Tables,In a study done by [12] test of domain corpus adaptation for broader domain coverage is reported with an increase of 1.7 BLEU points.,Use of Sub-domain Phrase Tables,We have described the post-editor profile based on experiences conducted in connection with the introduction of SMT in the translation workflow of an LSP.,Conclusion,
We have described the post-editor profile based on experiences conducted in connection with the introduction of SMT in the translation workflow of an LSP.,1378295,Domain specific {MT} in use,2008,Conclusion,"Combinations of domain corpora with corpora covering general language are under further investigation in collaboration with the LSP, including weighting of the phrase tables that favours the use of the domain terminology rather than the general vocabulary.",Use of Sub-domain Phrase Tables,"The LSP post-editors preferred the evaluation metric 'Usability' rather than fluency/adequacy, as it is more closely related to their every-day workflow when evaluating translations.",Conclusion,
"The LSP post-editors preferred the evaluation metric 'Usability' rather than fluency/adequacy, as it is more closely related to their every-day workflow when evaluating translations.",1378296,Domain specific {MT} in use,2008,Conclusion,We have described the post-editor profile based on experiences conducted in connection with the introduction of SMT in the translation workflow of an LSP.,Conclusion,"The automatic metric TER was tested as a candidate for an automatic metric with correlation to human judgement, and the TER appeared to be a promising candidate. ",Conclusion,
"The automatic metric TER was tested as a candidate for an automatic metric with correlation to human judgement, and the TER appeared to be a promising candidate. ",1378297,Domain specific {MT} in use,2008,Conclusion,"The LSP post-editors preferred the evaluation metric 'Usability' rather than fluency/adequacy, as it is more closely related to their every-day workflow when evaluating translations.",Conclusion,"With a productivity gain of 67 % saved time in post-editing in the test of SMT, the obvious next step for the LSP would be to integrate SMT in their workflow for some domains.",Conclusion,
"With a productivity gain of 67 % saved time in post-editing in the test of SMT, the obvious next step for the LSP would be to integrate SMT in their workflow for some domains.",1378298,Domain specific {MT} in use,2008,Conclusion,"The automatic metric TER was tested as a candidate for an automatic metric with correlation to human judgement, and the TER appeared to be a promising candidate. ",Conclusion,Gaining benefits of machine translation however depends on the data that are available and used for the training of the SMT engine. ,Conclusion,
Gaining benefits of machine translation however depends on the data that are available and used for the training of the SMT engine. ,1378299,Domain specific {MT} in use,2008,Conclusion,"With a productivity gain of 67 % saved time in post-editing in the test of SMT, the obvious next step for the LSP would be to integrate SMT in their workflow for some domains.",Conclusion,"TMs may be client-specific including all text types, from user manuals to meeting notes.",Conclusion,
"TMs may be client-specific including all text types, from user manuals to meeting notes.",1378300,Domain specific {MT} in use,2008,Conclusion,Gaining benefits of machine translation however depends on the data that are available and used for the training of the SMT engine. ,Conclusion,"In these TMs, terminology may be consistent, but sentence structures may differ widely.",Conclusion,
"In these TMs, terminology may be consistent, but sentence structures may differ widely.",1378301,Domain specific {MT} in use,2008,Conclusion,"TMs may be client-specific including all text types, from user manuals to meeting notes.",Conclusion,"For an LSP with many clients and many rather small client-specific TMs (each containing a few hundreds of thousands of words), the target of millions of words for the training of an SMT engine is simply out of reach.",Conclusion,
"For an LSP with many clients and many rather small client-specific TMs (each containing a few hundreds of thousands of words), the target of millions of words for the training of an SMT engine is simply out of reach.",1378302,Domain specific {MT} in use,2008,Conclusion,"In these TMs, terminology may be consistent, but sentence structures may differ widely.",Conclusion,Here the combination of weighted phrase tables looks as a promising strategy to overcome this threshold.,Conclusion,
Here the combination of weighted phrase tables looks as a promising strategy to overcome this threshold.,1378303,Domain specific {MT} in use,2008,Conclusion,"For an LSP with many clients and many rather small client-specific TMs (each containing a few hundreds of thousands of words), the target of millions of words for the training of an SMT engine is simply out of reach.",Conclusion,,,
This paper describes a semi-supervised approach to improving statistical dependency parsing using dependency-based word clusters.,2588492,Improving cross-domain dependency parsing with dependency-derived clusters,2015,abstract,,,"After applying a baseline parser to unlabeled text, clusters are induced using K-means with word features based on the dependency structures.",abstract,
"After applying a baseline parser to unlabeled text, clusters are induced using K-means with word features based on the dependency structures.",2588493,Improving cross-domain dependency parsing with dependency-derived clusters,2015,abstract,This paper describes a semi-supervised approach to improving statistical dependency parsing using dependency-based word clusters.,abstract,"The parser is then re-trained using information about the clusters, yielding improved parsing accuracy on a range of different data sets, including WSJ and the English Web Treebank.",abstract,
"The parser is then re-trained using information about the clusters, yielding improved parsing accuracy on a range of different data sets, including WSJ and the English Web Treebank.",2588494,Improving cross-domain dependency parsing with dependency-derived clusters,2015,abstract,"After applying a baseline parser to unlabeled text, clusters are induced using K-means with word features based on the dependency structures.",abstract,"We report improved results using both in-domain and out-of-domain data, and also include a comparison with using n-gram-based Brown clustering.",abstract,
"We report improved results using both in-domain and out-of-domain data, and also include a comparison with using n-gram-based Brown clustering.",2588495,Improving cross-domain dependency parsing with dependency-derived clusters,2015,abstract,"The parser is then re-trained using information about the clusters, yielding improved parsing accuracy on a range of different data sets, including WSJ and the English Web Treebank.",abstract,Several recent studies have attempted to improve dependency parsers by including information about word clusters into their statistical parsing models.,Introduction,
Several recent studies have attempted to improve dependency parsers by including information about word clusters into their statistical parsing models.,2588496,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"We report improved results using both in-domain and out-of-domain data, and also include a comparison with using n-gram-based Brown clustering.",abstract,"This is typically motivated by at least two concerns, both of which relate to the shortage of labeled training data.",Introduction,
"This is typically motivated by at least two concerns, both of which relate to the shortage of labeled training data.",2588497,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,Several recent studies have attempted to improve dependency parsers by including information about word clusters into their statistical parsing models.,Introduction,"As argued by Koo et al. (2008), the lexicalized statistics important to disambiguation in parsing are often sparse, and modeling relationships on a more general level than the words themselves may therefore be helpful.",Introduction,
"As argued by Koo et al. (2008), the lexicalized statistics important to disambiguation in parsing are often sparse, and modeling relationships on a more general level than the words themselves may therefore be helpful.",2588498,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"This is typically motivated by at least two concerns, both of which relate to the shortage of labeled training data.",Introduction,"The other motivation is domain adaptation, attempting to leverage a parsing model for use on data from a new domain.",Introduction,
"The other motivation is domain adaptation, attempting to leverage a parsing model for use on data from a new domain.",2588499,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"As argued by Koo et al. (2008), the lexicalized statistics important to disambiguation in parsing are often sparse, and modeling relationships on a more general level than the words themselves may therefore be helpful.",Introduction,"By including information about word clusters estimated from unlabeled in-domain data, one can hope to reduce the loss in performance expected from using a parser trained on an out-of-domain treebank. ",Introduction,
"By including information about word clusters estimated from unlabeled in-domain data, one can hope to reduce the loss in performance expected from using a parser trained on an out-of-domain treebank. ",2588500,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"The other motivation is domain adaptation, attempting to leverage a parsing model for use on data from a new domain.",Introduction,"While previous approaches have typically relied on the n-gram-based Brown clustering (Brown et al., 1992), this paper instead describes experiments using dependency-based word clusters formed using the generic clustering algorithm Kmeans.",Introduction,
"While previous approaches have typically relied on the n-gram-based Brown clustering (Brown et al., 1992), this paper instead describes experiments using dependency-based word clusters formed using the generic clustering algorithm Kmeans.",2588501,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"By including information about word clusters estimated from unlabeled in-domain data, one can hope to reduce the loss in performance expected from using a parser trained on an out-of-domain treebank. ",Introduction,"After applying a baseline dependency parser to unlabeled text, K-means is applied to form word clusters with features based on the dependency structures produced by the parser.",Introduction,
"After applying a baseline dependency parser to unlabeled text, K-means is applied to form word clusters with features based on the dependency structures produced by the parser.",2588502,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"While previous approaches have typically relied on the n-gram-based Brown clustering (Brown et al., 1992), this paper instead describes experiments using dependency-based word clusters formed using the generic clustering algorithm Kmeans.",Introduction,"The parser is then re-trained using features that record information about the dependency-derived clusters, thereby introducing an element of selftraining.",Introduction,
"The parser is then re-trained using features that record information about the dependency-derived clusters, thereby introducing an element of selftraining.",2588503,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"After applying a baseline dependency parser to unlabeled text, K-means is applied to form word clusters with features based on the dependency structures produced by the parser.",Introduction,"The re-trained parser obtains improved parsing accuracy on a range of different data sets, including the five web domains of the English Web Treebank (EWT) (Bies et al., 2012) and the Wall Street Journal (WSJ) portion of the Penn Treebank (PTB) (Marcus et al., 1993).",Introduction,
"The re-trained parser obtains improved parsing accuracy on a range of different data sets, including the five web domains of the English Web Treebank (EWT) (Bies et al., 2012) and the Wall Street Journal (WSJ) portion of the Penn Treebank (PTB) (Marcus et al., 1993).",2588504,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"The parser is then re-trained using features that record information about the dependency-derived clusters, thereby introducing an element of selftraining.",Introduction,"We document improvements using both in-domain and outof-domain data, and also when compared to using Brown clusters.",Introduction,
"We document improvements using both in-domain and outof-domain data, and also when compared to using Brown clusters.",2588505,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"The re-trained parser obtains improved parsing accuracy on a range of different data sets, including the five web domains of the English Web Treebank (EWT) (Bies et al., 2012) and the Wall Street Journal (WSJ) portion of the Penn Treebank (PTB) (Marcus et al., 1993).",Introduction,"All our parsing experiments use MaltParser (Nivre et al., 2007), a data-driven transition-based dependency parser. ",Introduction,
"All our parsing experiments use MaltParser (Nivre et al., 2007), a data-driven transition-based dependency parser. ",2588506,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"We document improvements using both in-domain and outof-domain data, and also when compared to using Brown clusters.",Introduction,The rest of the paper is structured as follows.,Introduction,
The rest of the paper is structured as follows.,2588507,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"All our parsing experiments use MaltParser (Nivre et al., 2007), a data-driven transition-based dependency parser. ",Introduction,Section 2 provides an overview of previous work.,Introduction,
Section 2 provides an overview of previous work.,2588508,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,The rest of the paper is structured as follows.,Introduction,"Section 3 details the data sets we use, including comments on the pre-processing.",Introduction,
"Section 3 details the data sets we use, including comments on the pre-processing.",2588509,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,Section 2 provides an overview of previous work.,Introduction,"Section 4 then describes the experimental set-up, while the actual experiments and results are described in Section 5.",Introduction,
"Section 4 then describes the experimental set-up, while the actual experiments and results are described in Section 5.",2588510,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"Section 3 details the data sets we use, including comments on the pre-processing.",Introduction,A summary with thoughts about future directions is provided in Section 6.,Introduction,
A summary with thoughts about future directions is provided in Section 6.,2588511,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"Section 4 then describes the experimental set-up, while the actual experiments and results are described in Section 5.",Introduction,"The task of assigning word-to-word relations is at the core of dependency parsing, and statistics regarding relations between different words in the training data therefore provide vital information.",Related work,
The the parser's SVM classifier to find the configuration with the highest LAS.,2588512,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Experiments and results,For all parsing results reported elsewhere in this paper automatically predicted PoS tags are used in both training and testing.,Gold vs. predicted PoS tags,The best configuration found for the development data is then applied to the held-out data.,Experiments and results,
