text,doc_id,paper_title,paper_structure,year,prev_text,prev_section,next_text,next_section,label
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
12. B. Ablation experiments -- 16/17
==========================================================================================
Overall, we can see from Table III that each of the key design aspects from Sec.",5706744,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"Finally, the variant without the linear influence of w on each layer's activations (i.e. without the modulated convolutions) is also worse than the baseline model in all metrics considered. ",B. Ablation experiments,"III are necessary to achieve both high latent space disentanglement and synthesis quality in a single model -the main requirement for it to be performant on unseen downstream tasks, which we look at next.",B. Ablation experiments,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
12. B. Ablation experiments -- 17/17
==========================================================================================
III are necessary to achieve both high latent space disentanglement and synthesis quality in a single model -the main requirement for it to be performant on unseen downstream tasks, which we look at next.",5706745,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"Overall, we can see from Table III that each of the key design aspects from Sec.",B. Ablation experiments,We have now shown intrinsically that ASGAN leads to a disentangled latent space.,VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics -- 1/6
==========================================================================================
To evaluate ASGAN's performance in each unseen task, we use the standard objective metrics from the literature: • Voice conversion: We measure conversion intelligibility following [47], [48], whereby we perform voice conversion and then apply a speech recognition system to the output and compute a character error rate (CER) and F 1 classification score to the word spoken in the original utterance.",5706746,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,We compare our latent-space LDA-based speaker verification and keyword classification approaches to task-specific models in Sec. VIII.,B. Downstream tasks,"Speaker similarity is measured as described in [47] whereby we find similarity scores between real/generated utterance pairs using a trained speaker classifier, and then compute an EER with real/generated scores assigned a label of 0 and real/real pair scores assigned a label of 1. •",VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics -- 2/6
==========================================================================================
Speaker similarity is measured as described in [47] whereby we find similarity scores between real/generated utterance pairs using a trained speaker classifier, and then compute an EER with real/generated scores assigned a label of 0 and real/real pair scores assigned a label of 1. •",5706747,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"To evaluate ASGAN's performance in each unseen task, we use the standard objective metrics from the literature: • Voice conversion: We measure conversion intelligibility following [47], [48], whereby we perform voice conversion and then apply a speech recognition system to the output and compute a character error rate (CER) and F 1 classification score to the word spoken in the original utterance.",VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics,"Speech enhancement: Given a series of original clean and noisy utterances, and the models' denoised output, we compute standard measures of denoising performance: narrow-band perceptual evaluation of speech quality (PESQ) [49] and short term objective intelligibility (STOI) scores [50]. •",VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics -- 3/6
==========================================================================================
Speech enhancement: Given a series of original clean and noisy utterances, and the models' denoised output, we compute standard measures of denoising performance: narrow-band perceptual evaluation of speech quality (PESQ) [49] and short term objective intelligibility (STOI) scores [50]. •",5706748,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"Speaker similarity is measured as described in [47] whereby we find similarity scores between real/generated utterance pairs using a trained speaker classifier, and then compute an EER with real/generated scores assigned a label of 0 and real/real pair scores assigned a label of 1. •",VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics,"Speaker verification: Using the similarity scores on randomly sampled pairs of utterances from matching and nonmatching speakers, we compute an EER as the measure of performance.",VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics -- 4/6
==========================================================================================
Speaker verification: Using the similarity scores on randomly sampled pairs of utterances from matching and nonmatching speakers, we compute an EER as the measure of performance.",5706749,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"Speech enhancement: Given a series of original clean and noisy utterances, and the models' denoised output, we compute standard measures of denoising performance: narrow-band perceptual evaluation of speech quality (PESQ) [49] and short term objective intelligibility (STOI) scores [50]. •",VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics,We pair each evaluation utterance with another utterance from the same or different speaker with equal probability.,VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics -- 5/6
==========================================================================================
We pair each evaluation utterance with another utterance from the same or different speaker with equal probability.",5706750,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"Speaker verification: Using the similarity scores on randomly sampled pairs of utterances from matching and nonmatching speakers, we compute an EER as the measure of performance.",VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics,Keyword classification: We use the standard classification metrics of accuracy and F 1 score.,VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics -- 6/6
==========================================================================================
Keyword classification: We use the standard classification metrics of accuracy and F 1 score.",5706751,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,We pair each evaluation utterance with another utterance from the same or different speaker with equal probability.,VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics,"For each downstream task, we compare ASGAN to a strong task-specific baseline trained on the SC09 dataset.",B. Baseline systems,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
18. VIII. RESULTS: UNSEEN TASKS -- 1/2
==========================================================================================
We apply ASGAN to a range of tasks that it didn't see during training, comparing it to established baselines.",5706752,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"Finally, for keyword classification we, use the same ResNeXT classifier described in Sec.",B. Baseline systems,"Note, however, that the goal isn't to outperform these tailored systems on every task, but rather to show that a single model, ASGAN, can provide robust performance across a range of tasks that it was never trained on.",VIII. RESULTS: UNSEEN TASKS,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
18. VIII. RESULTS: UNSEEN TASKS -- 2/2
==========================================================================================
Note, however, that the goal isn't to outperform these tailored systems on every task, but rather to show that a single model, ASGAN, can provide robust performance across a range of tasks that it was never trained on.",5706753,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"We apply ASGAN to a range of tasks that it didn't see during training, comparing it to established baselines.",VIII. RESULTS: UNSEEN TASKS,Following Sec.,A. Voice conversion,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
23. IX. CONCLUSION -- 1/7
==========================================================================================
We introduced ASGAN, a model for unconditional speech synthesis designed to learn a disentangled latent space.",5706754,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"From both the LDA plot in Fig. 4 and Table V, we again observe strong evidence that our design for disentanglement is successful.",D. Keyword classification,"We adapted existing and incorporated new GAN design and training techniques to enable ASGAN to learn a continuous, linearly disentangled latent space in order to outperform existing autoregressive and diffusion models.",IX. CONCLUSION,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
23. IX. CONCLUSION -- 2/7
==========================================================================================
We adapted existing and incorporated new GAN design and training techniques to enable ASGAN to learn a continuous, linearly disentangled latent space in order to outperform existing autoregressive and diffusion models.",5706755,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"We introduced ASGAN, a model for unconditional speech synthesis designed to learn a disentangled latent space.",IX. CONCLUSION,"Experiments on the SC09 dataset demonstrated that ASGAN outperforms previous state-of-the-art models on most unconditional speech synthesis metrics, while also being substantially faster.",IX. CONCLUSION,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
23. IX. CONCLUSION -- 3/7
==========================================================================================
Experiments on the SC09 dataset demonstrated that ASGAN outperforms previous state-of-the-art models on most unconditional speech synthesis metrics, while also being substantially faster.",5706756,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"We adapted existing and incorporated new GAN design and training techniques to enable ASGAN to learn a continuous, linearly disentangled latent space in order to outperform existing autoregressive and diffusion models.",IX. CONCLUSION,"Further experiments also demonstrated the benefit of the disentangled latent space: ASGAN can, without any additional training, perform several speech processing tasks in a zero-shot fashion through linear operations in its latent space, showing reasonable performance in voice conversion, speech enhancement, speaker verification, and keyword classification. ",IX. CONCLUSION,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
23. IX. CONCLUSION -- 4/7
==========================================================================================
Further experiments also demonstrated the benefit of the disentangled latent space: ASGAN can, without any additional training, perform several speech processing tasks in a zero-shot fashion through linear operations in its latent space, showing reasonable performance in voice conversion, speech enhancement, speaker verification, and keyword classification. ",5706757,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"Experiments on the SC09 dataset demonstrated that ASGAN outperforms previous state-of-the-art models on most unconditional speech synthesis metrics, while also being substantially faster.",IX. CONCLUSION,"One major limitation of our work is scale: once trained, ASGAN can only generate utterances of a fixed length, and the model struggles to generate coherent full sentences on datasets with longer utterances (a limitation shared by existing unconditional synthesis models [1], [5], [6]).",IX. CONCLUSION,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
23. IX. CONCLUSION -- 5/7
==========================================================================================
One major limitation of our work is scale: once trained, ASGAN can only generate utterances of a fixed length, and the model struggles to generate coherent full sentences on datasets with longer utterances (a limitation shared by existing unconditional synthesis models [1], [5], [6]).",5706758,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"Further experiments also demonstrated the benefit of the disentangled latent space: ASGAN can, without any additional training, perform several speech processing tasks in a zero-shot fashion through linear operations in its latent space, showing reasonable performance in voice conversion, speech enhancement, speaker verification, and keyword classification. ",IX. CONCLUSION,"Furthermore, the method used to project utterances to the latent space could be improved by incorporating recent inversion methods [55].",IX. CONCLUSION,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
23. IX. CONCLUSION -- 6/7
==========================================================================================
Furthermore, the method used to project utterances to the latent space could be improved by incorporating recent inversion methods [55].",5706759,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"One major limitation of our work is scale: once trained, ASGAN can only generate utterances of a fixed length, and the model struggles to generate coherent full sentences on datasets with longer utterances (a limitation shared by existing unconditional synthesis models [1], [5], [6]).",IX. CONCLUSION,Future work will aim to address these shortcomings.,IX. CONCLUSION,
"Disentanglement in a GAN for Unconditional Speech Synthesis
==========================================================================================
23. IX. CONCLUSION -- 7/7
==========================================================================================
Future work will aim to address these shortcomings.",5706760,Disentanglement in a GAN for Unconditional Speech Synthesis,"0. abstract
1. I. INTRODUCTION
2. II. RELATED WORK
3. III. AUDIO STYLE GAN
4. A. Generator
5. B. Discriminator
6. C. Vocoder
7. D. Implementation
8. A. Data
9. B. Evaluation metrics
10. C. Baseline systems
11. A. Comparison to baselines
12. B. Ablation experiments
13. VI. SOLVING UNSEEN TASKS THROUGH LINEAR LATENT OPERATIONS
14. A. Projecting to the latent space
15. B. Downstream tasks
16. VII. EXPERIMENTAL SETUP: UNSEEN TASKS A. Evaluation metrics
17. B. Baseline systems
18. VIII. RESULTS: UNSEEN TASKS
19. A. Voice conversion
20. B. Speech enhancement
21. C. Speaker verification
22. D. Keyword classification
23. IX. CONCLUSION
",2023,"Furthermore, the method used to project utterances to the latent space could be improved by incorporating recent inversion methods [55].",IX. CONCLUSION,,,
"{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser
==========================================================================================
0. abstract -- 1/9
==========================================================================================
Given a database schema, Text-to-SQL aims to translate a natural language question into the corresponding SQL query.",577285,{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser,"0. abstract
1. Introduction
2. Background
3. Method
4. Experiments
5. Dev. Test
6. Related Work
7. Conclusion
",2021,,,"Under the setup of cross-domain, traditional semantic parsing models struggle to adapt to unseen database schemas.",abstract,
"{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser
==========================================================================================
0. abstract -- 2/9
==========================================================================================
Under the setup of cross-domain, traditional semantic parsing models struggle to adapt to unseen database schemas.",577286,{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser,"0. abstract
1. Introduction
2. Background
3. Method
4. Experiments
5. Dev. Test
6. Related Work
7. Conclusion
",2021,"Given a database schema, Text-to-SQL aims to translate a natural language question into the corresponding SQL query.",abstract,"To improve the model generalization capability for rare and unseen schemas, we propose a new architecture, ShadowGNN, which processes schemas at abstract and semantic levels.",abstract,
"{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser
==========================================================================================
0. abstract -- 3/9
==========================================================================================
To improve the model generalization capability for rare and unseen schemas, we propose a new architecture, ShadowGNN, which processes schemas at abstract and semantic levels.",577287,{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser,"0. abstract
1. Introduction
2. Background
3. Method
4. Experiments
5. Dev. Test
6. Related Work
7. Conclusion
",2021,"Under the setup of cross-domain, traditional semantic parsing models struggle to adapt to unseen database schemas.",abstract,"By ignoring names of semantic items in databases, abstract schemas are exploited in a well-designed graph projection neural network to obtain delexicalized representation of question and schema.",abstract,
"{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser
==========================================================================================
0. abstract -- 4/9
==========================================================================================
By ignoring names of semantic items in databases, abstract schemas are exploited in a well-designed graph projection neural network to obtain delexicalized representation of question and schema.",577288,{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser,"0. abstract
1. Introduction
2. Background
3. Method
4. Experiments
5. Dev. Test
6. Related Work
7. Conclusion
",2021,"To improve the model generalization capability for rare and unseen schemas, we propose a new architecture, ShadowGNN, which processes schemas at abstract and semantic levels.",abstract,"Based on the domain-independent representations, a relation-aware transformer is utilized to further extract logical linking between question and schema.",abstract,
"{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser
==========================================================================================
0. abstract -- 5/9
==========================================================================================
Based on the domain-independent representations, a relation-aware transformer is utilized to further extract logical linking between question and schema.",577289,{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser,"0. abstract
1. Introduction
2. Background
3. Method
4. Experiments
5. Dev. Test
6. Related Work
7. Conclusion
",2021,"By ignoring names of semantic items in databases, abstract schemas are exploited in a well-designed graph projection neural network to obtain delexicalized representation of question and schema.",abstract,"Finally, a SQL decoder with context-free grammar is applied.",abstract,
"{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser
==========================================================================================
0. abstract -- 6/9
==========================================================================================
Finally, a SQL decoder with context-free grammar is applied.",577290,{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser,"0. abstract
1. Introduction
2. Background
3. Method
4. Experiments
5. Dev. Test
6. Related Work
7. Conclusion
",2021,"Based on the domain-independent representations, a relation-aware transformer is utilized to further extract logical linking between question and schema.",abstract,"On the challenging Text-to-SQL benchmark Spider, empirical results show that ShadowGNN outperforms state-of-the-art models.",abstract,
"{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser
==========================================================================================
0. abstract -- 7/9
==========================================================================================
On the challenging Text-to-SQL benchmark Spider, empirical results show that ShadowGNN outperforms state-of-the-art models.",577291,{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser,"0. abstract
1. Introduction
2. Background
3. Method
4. Experiments
5. Dev. Test
6. Related Work
7. Conclusion
",2021,"Finally, a SQL decoder with context-free grammar is applied.",abstract,"When the annotated data is extremely limited (only 10% training set), ShadowGNN gets over absolute 5% performance gain, which shows its powerful generalization ability.",abstract,
"{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser
==========================================================================================
0. abstract -- 8/9
==========================================================================================
When the annotated data is extremely limited (only 10% training set), ShadowGNN gets over absolute 5% performance gain, which shows its powerful generalization ability.",577292,{S}hadow{GNN}: Graph Projection Neural Network for Text-to-{SQL} Parser,"0. abstract
1. Introduction
2. Background
3. Method
4. Experiments
5. Dev. Test
6. Related Work
7. Conclusion
",2021,"On the challenging Text-to-SQL benchmark Spider, empirical results show that ShadowGNN outperforms state-of-the-art models.",abstract,Our implementation will be open-sourced at https://github. com/WowCZ/shadowgnn.,abstract,
