text,doc_id,paper_title,year,section,prev_text,prev_section,next_text,next_section,label
"While previous approaches have typically relied on the n-gram-based Brown clustering (Brown et al., 1992), this paper instead describes experiments using dependency-based word clusters formed using the generic clustering algorithm Kmeans.",3320204,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"By including information about word clusters estimated from unlabeled in-domain data, one can hope to reduce the loss in performance expected from using a parser trained on an out-of-domain treebank. ",Introduction,"After applying a baseline dependency parser to unlabeled text, K-means is applied to form word clusters with features based on the dependency structures produced by the parser.",Introduction,
"After applying a baseline dependency parser to unlabeled text, K-means is applied to form word clusters with features based on the dependency structures produced by the parser.",3320205,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"While previous approaches have typically relied on the n-gram-based Brown clustering (Brown et al., 1992), this paper instead describes experiments using dependency-based word clusters formed using the generic clustering algorithm Kmeans.",Introduction,"The parser is then re-trained using features that record information about the dependency-derived clusters, thereby introducing an element of selftraining.",Introduction,
"The parser is then re-trained using features that record information about the dependency-derived clusters, thereby introducing an element of selftraining.",3320206,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"After applying a baseline dependency parser to unlabeled text, K-means is applied to form word clusters with features based on the dependency structures produced by the parser.",Introduction,"The re-trained parser obtains improved parsing accuracy on a range of different data sets, including the five web domains of the English Web Treebank (EWT) (Bies et al., 2012) and the Wall Street Journal (WSJ) portion of the Penn Treebank (PTB) (Marcus et al., 1993).",Introduction,
"The re-trained parser obtains improved parsing accuracy on a range of different data sets, including the five web domains of the English Web Treebank (EWT) (Bies et al., 2012) and the Wall Street Journal (WSJ) portion of the Penn Treebank (PTB) (Marcus et al., 1993).",3320207,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"The parser is then re-trained using features that record information about the dependency-derived clusters, thereby introducing an element of selftraining.",Introduction,"We document improvements using both in-domain and outof-domain data, and also when compared to using Brown clusters.",Introduction,
"We document improvements using both in-domain and outof-domain data, and also when compared to using Brown clusters.",3320208,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"The re-trained parser obtains improved parsing accuracy on a range of different data sets, including the five web domains of the English Web Treebank (EWT) (Bies et al., 2012) and the Wall Street Journal (WSJ) portion of the Penn Treebank (PTB) (Marcus et al., 1993).",Introduction,"All our parsing experiments use MaltParser (Nivre et al., 2007), a data-driven transition-based dependency parser. ",Introduction,
"All our parsing experiments use MaltParser (Nivre et al., 2007), a data-driven transition-based dependency parser. ",3320209,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"We document improvements using both in-domain and outof-domain data, and also when compared to using Brown clusters.",Introduction,The rest of the paper is structured as follows.,Introduction,
The rest of the paper is structured as follows.,3320210,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"All our parsing experiments use MaltParser (Nivre et al., 2007), a data-driven transition-based dependency parser. ",Introduction,Section 2 provides an overview of previous work.,Introduction,
Section 2 provides an overview of previous work.,3320211,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,The rest of the paper is structured as follows.,Introduction,"Section 3 details the data sets we use, including comments on the pre-processing.",Introduction,
"Section 3 details the data sets we use, including comments on the pre-processing.",3320212,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,Section 2 provides an overview of previous work.,Introduction,"Section 4 then describes the experimental set-up, while the actual experiments and results are described in Section 5.",Introduction,
"Section 4 then describes the experimental set-up, while the actual experiments and results are described in Section 5.",3320213,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"Section 3 details the data sets we use, including comments on the pre-processing.",Introduction,A summary with thoughts about future directions is provided in Section 6.,Introduction,
A summary with thoughts about future directions is provided in Section 6.,3320214,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Introduction,"Section 4 then describes the experimental set-up, while the actual experiments and results are described in Section 5.",Introduction,"The task of assigning word-to-word relations is at the core of dependency parsing, and statistics regarding relations between different words in the training data therefore provide vital information.",Related work,
In this section we present the set-up of the experimental process.,3320215,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Experimental set-up,For this comparison we use some additional data  ,Data sets,We start by describing the set-up for the clustering before turning to how the parser is trained and applied.,Experimental set-up,
We start by describing the set-up for the clustering before turning to how the parser is trained and applied.,3320216,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Experimental set-up,In this section we present the set-up of the experimental process.,Experimental set-up,The actual experiments and results are the provided in Section 5.,Experimental set-up,
The actual experiments and results are the provided in Section 5.,3320217,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Experimental set-up,We start by describing the set-up for the clustering before turning to how the parser is trained and applied.,Experimental set-up,We experiment with forming word clusters of lemmas in several different data sets: Reuters and the unlabeled SANCL data for five different web domains.,K-means word clustering with dependency features,
We experiment with forming word clusters of lemmas in several different data sets: Reuters and the unlabeled SANCL data for five different web domains.,3320218,Improving cross-domain dependency parsing with dependency-derived clusters,2015,K-means word clustering with dependency features,The actual experiments and results are the provided in Section 5.,Experimental set-up,The web data is clustered per-domain as well as all together.,K-means word clustering with dependency features,
The web data is clustered per-domain as well as all together.,3320219,Improving cross-domain dependency parsing with dependency-derived clusters,2015,K-means word clustering with dependency features,We experiment with forming word clusters of lemmas in several different data sets: Reuters and the unlabeled SANCL data for five different web domains.,K-means word clustering with dependency features,"To run clustering on a given corpus, we first extract the 50,000 most frequent lemmas, only considering verbs, nouns and adjectives.",K-means word clustering with dependency features,
"To run clustering on a given corpus, we first extract the 50,000 most frequent lemmas, only considering verbs, nouns and adjectives.",3320220,Improving cross-domain dependency parsing with dependency-derived clusters,2015,K-means word clustering with dependency features,The web data is clustered per-domain as well as all together.,K-means word clustering with dependency features,The next step -after the initial pre-processing with the SVMTool PoS tagger and MaltParser -is to record features for the various lemma occurrences across the corpus. ,K-means word clustering with dependency features,
The next step -after the initial pre-processing with the SVMTool PoS tagger and MaltParser -is to record features for the various lemma occurrences across the corpus. ,3320221,Improving cross-domain dependency parsing with dependency-derived clusters,2015,K-means word clustering with dependency features,"To run clustering on a given corpus, we first extract the 50,000 most frequent lemmas, only considering verbs, nouns and adjectives.",K-means word clustering with dependency features,"The features we use for the K-means clustering record information about the target lemma, its head, its leftmost / rightmost siblings, and its leftmost / rightmost dependents.",K-means word clustering with dependency features,
"The features we use for the K-means clustering record information about the target lemma, its head, its leftmost / rightmost siblings, and its leftmost / rightmost dependents.",3320222,Improving cross-domain dependency parsing with dependency-derived clusters,2015,K-means word clustering with dependency features,The next step -after the initial pre-processing with the SVMTool PoS tagger and MaltParser -is to record features for the various lemma occurrences across the corpus. ,K-means word clustering with dependency features,The siblings of a target are defined as the tokens having the same head as the target.,K-means word clustering with dependency features,
The siblings of a target are defined as the tokens having the same head as the target.,3320223,Improving cross-domain dependency parsing with dependency-derived clusters,2015,K-means word clustering with dependency features,"The features we use for the K-means clustering record information about the target lemma, its head, its leftmost / rightmost siblings, and its leftmost / rightmost dependents.",K-means word clustering with dependency features,The dependents of a target are all the tokens having the target as the head.,K-means word clustering with dependency features,
The dependents of a target are all the tokens having the target as the head.,3320224,Improving cross-domain dependency parsing with dependency-derived clusters,2015,K-means word clustering with dependency features,The siblings of a target are defined as the tokens having the same head as the target.,K-means word clustering with dependency features,"For both these notions, the leftmost or rightmost token corresponds to the one furthest to the left or right in the sentence, respectively.",K-means word clustering with dependency features,
"For both these notions, the leftmost or rightmost token corresponds to the one furthest to the left or right in the sentence, respectively.",3320225,Improving cross-domain dependency parsing with dependency-derived clusters,2015,K-means word clustering with dependency features,The dependents of a target are all the tokens having the target as the head.,K-means word clustering with dependency features,The clustering features record the following information for each lemma token: -,K-means word clustering with dependency features,
The clustering features record the following information for each lemma token: -,3320226,Improving cross-domain dependency parsing with dependency-derived clusters,2015,K-means word clustering with dependency features,"For both these notions, the leftmost or rightmost token corresponds to the one furthest to the left or right in the sentence, respectively.",K-means word clustering with dependency features,"The actual clustering is performed using the Kmeans implementation of the Python-based toolkit scikit-learn (Pedregosa et al., 2011), using its mini-batch version of the algorithm -an alternative online implementation optimized for large samples (Sculley, 2010).",K-means word clustering with dependency features,
"The actual clustering is performed using the Kmeans implementation of the Python-based toolkit scikit-learn (Pedregosa et al., 2011), using its mini-batch version of the algorithm -an alternative online implementation optimized for large samples (Sculley, 2010).",3320227,Improving cross-domain dependency parsing with dependency-derived clusters,2015,K-means word clustering with dependency features,The clustering features record the following information for each lemma token: -,K-means word clustering with dependency features,"We perform clustering for K (i.e., the pre-defined number of clusters) set to 10, 50 and 100 (using higher values for K failed due to memory constraints).",K-means word clustering with dependency features,
"We perform clustering for K (i.e., the pre-defined number of clusters) set to 10, 50 and 100 (using higher values for K failed due to memory constraints).",3320228,Improving cross-domain dependency parsing with dependency-derived clusters,2015,K-means word clustering with dependency features,"The actual clustering is performed using the Kmeans implementation of the Python-based toolkit scikit-learn (Pedregosa et al., 2011), using its mini-batch version of the algorithm -an alternative online implementation optimized for large samples (Sculley, 2010).",K-means word clustering with dependency features,"As said, our experiments our based on MaltParser (Nivre et al., 2007) (v. 1.7.2), a system for datadriven dependency parsing which is based on a deterministic parsing strategy in combination with treebank-induced classifiers for predicting parse transitions.",Parser set-up,
"As said, our experiments our based on MaltParser (Nivre et al., 2007) (v. 1.7.2), a system for datadriven dependency parsing which is based on a deterministic parsing strategy in combination with treebank-induced classifiers for predicting parse transitions.",3320229,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Parser set-up,"We perform clustering for K (i.e., the pre-defined number of clusters) set to 10, 50 and 100 (using higher values for K failed due to memory constraints).",K-means word clustering with dependency features,It supports a rich feature representation of the parse history and can easily be extended to take additional features into account.,Parser set-up,
It supports a rich feature representation of the parse history and can easily be extended to take additional features into account.,3320230,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Parser set-up,"As said, our experiments our based on MaltParser (Nivre et al., 2007) (v. 1.7.2), a system for datadriven dependency parsing which is based on a deterministic parsing strategy in combination with treebank-induced classifiers for predicting parse transitions.",Parser set-up,We choose to use MaltParser primarily due to its easily extendable feature model which facilitates experimentation with additional features during parsing.,Parser set-up,
We choose to use MaltParser primarily due to its easily extendable feature model which facilitates experimentation with additional features during parsing.,3320231,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Parser set-up,It supports a rich feature representation of the parse history and can easily be extended to take additional features into account.,Parser set-up,"As our baseline parser, we use the parse model described by Foster et al.",Parser set-up,
"As our baseline parser, we use the parse model described by Foster et al.",3320232,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Parser set-up,We choose to use MaltParser primarily due to its easily extendable feature model which facilitates experimentation with additional features during parsing.,Parser set-up,"(2011)  Form simple + S0l, S1l, S2l, L0l, L1l, S 0l l, S1rl Form all + S0l, S1l, S2l, L0l, L1l, S 0l l, S1rl, S0lL0l, S0pS0l, S1pS1l, L0pL0l, Table 3: Feature models for the baseline and the re-trained parser, where p = PoS-tag, w = word form, d = dependency label in the graph constructed so far (if any), and l = cluster label.",Parser set-up,
"(2011)  Form simple + S0l, S1l, S2l, L0l, L1l, S 0l l, S1rl Form all + S0l, S1l, S2l, L0l, L1l, S 0l l, S1rl, S0lL0l, S0pS0l, S1pS1l, L0pL0l, Table 3: Feature models for the baseline and the re-trained parser, where p = PoS-tag, w = word form, d = dependency label in the graph constructed so far (if any), and l = cluster label.",3320233,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Parser set-up,"As our baseline parser, we use the parse model described by Foster et al.",Parser set-up,"Malt-Parser's stacklazy algorithm operates over three data structures: a stack (S) of partially processed tokens, a list (I) of nodes that have been on the stack, and a ""lookahead"" list (L) of nodes that have not been on the stack.",Parser set-up,
"Malt-Parser's stacklazy algorithm operates over three data structures: a stack (S) of partially processed tokens, a list (I) of nodes that have been on the stack, and a ""lookahead"" list (L) of nodes that have not been on the stack.",3320234,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Parser set-up,"(2011)  Form simple + S0l, S1l, S2l, L0l, L1l, S 0l l, S1rl Form all + S0l, S1l, S2l, L0l, L1l, S 0l l, S1rl, S0lL0l, S0pS0l, S1pS1l, L0pL0l, Table 3: Feature models for the baseline and the re-trained parser, where p = PoS-tag, w = word form, d = dependency label in the graph constructed so far (if any), and l = cluster label.",Parser set-up,"We refer to the top of the stack using S 0 and subsequent nodes using S 1 , S 2 , etc., and the leftmost/rightmost dependent of S 0 with S 0l /S 0r . ",Parser set-up,
"We refer to the top of the stack using S 0 and subsequent nodes using S 1 , S 2 , etc., and the leftmost/rightmost dependent of S 0 with S 0l /S 0r . ",3320235,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Parser set-up,"Malt-Parser's stacklazy algorithm operates over three data structures: a stack (S) of partially processed tokens, a list (I) of nodes that have been on the stack, and a ""lookahead"" list (L) of nodes that have not been on the stack.",Parser set-up,Skjaerholt (2012).,Parser set-up,
Skjaerholt (2012).,3320236,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Parser set-up,"We refer to the top of the stack using S 0 and subsequent nodes using S 1 , S 2 , etc., and the leftmost/rightmost dependent of S 0 with S 0l /S 0r . ",Parser set-up,"It employs the stacklazy algorithm (Nivre, 2009), along with the LIBLINEAR package (Fan et al., 2008) for inducing parse transition SVM classifiers.",Parser set-up,
"It employs the stacklazy algorithm (Nivre, 2009), along with the LIBLINEAR package (Fan et al., 2008) for inducing parse transition SVM classifiers.",3320237,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Parser set-up,Skjaerholt (2012).,Parser set-up,"Table 3 describes the baseline feature set, along with three additional feature sets based on the models described in Øvrelid and Skjaerholt (2012) and that in various ways include information about cluster labels: PoS simple, Form simple and Form all.",Parser features,
"Table 3 describes the baseline feature set, along with three additional feature sets based on the models described in Øvrelid and Skjaerholt (2012) and that in various ways include information about cluster labels: PoS simple, Form simple and Form all.",3320238,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Parser features,"It employs the stacklazy algorithm (Nivre, 2009), along with the LIBLINEAR package (Fan et al., 2008) for inducing parse transition SVM classifiers.",Parser set-up,These augmented feature sets are constructed by copying the full baseline feature set (all) or only the features that pertain to a single token (simple) and involve either the PoS-tag or the word form respectively.,Parser features,
These augmented feature sets are constructed by copying the full baseline feature set (all) or only the features that pertain to a single token (simple) and involve either the PoS-tag or the word form respectively.,3320239,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Parser features,"Table 3 describes the baseline feature set, along with three additional feature sets based on the models described in Øvrelid and Skjaerholt (2012) and that in various ways include information about cluster labels: PoS simple, Form simple and Form all.",Parser features,(Note that a PoS all feature set was also tried but proved to be too large for practical experimentation.),Parser features,
(Note that a PoS all feature set was also tried but proved to be too large for practical experimentation.),3320240,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Parser features,These augmented feature sets are constructed by copying the full baseline feature set (all) or only the features that pertain to a single token (simple) and involve either the PoS-tag or the word form respectively.,Parser features,"Preliminary experimentation on the development sets showed that the Form all feature model consistently outperformed the other two cluster-based feature set, so we will only be reporting results for this feature set in the paper, in addition to the baseline.",Parser features,
"Preliminary experimentation on the development sets showed that the Form all feature model consistently outperformed the other two cluster-based feature set, so we will only be reporting results for this feature set in the paper, in addition to the baseline.",3320241,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Parser features,(Note that a PoS all feature set was also tried but proved to be too large for practical experimentation.),Parser features,We evaluate the parser outputs in terms of Labeled Attachment Score (LAS) -computed using the evaluation script 4 of the CoNLL-X shared task on multi-lingual dependency parsing -and compare them using Dan Bikel's Randomized Parsing Evaluation Comparator with p ≤ α = 0.05 considered statistically significant.,Parser features,
We evaluate the parser outputs in terms of Labeled Attachment Score (LAS) -computed using the evaluation script 4 of the CoNLL-X shared task on multi-lingual dependency parsing -and compare them using Dan Bikel's Randomized Parsing Evaluation Comparator with p ≤ α = 0.05 considered statistically significant.,3320242,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Parser features,"Preliminary experimentation on the development sets showed that the Form all feature model consistently outperformed the other two cluster-based feature set, so we will only be reporting results for this feature set in the paper, in addition to the baseline.",Parser features,"In preliminary experiments we assessed the effect of using gold standard versus automatically assigned part-of-speech-tags tags when training the parser, in both cases testing on automatically tagged text.",Gold vs. predicted PoS tags,
"In preliminary experiments we assessed the effect of using gold standard versus automatically assigned part-of-speech-tags tags when training the parser, in both cases testing on automatically tagged text.",3320243,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Gold vs. predicted PoS tags,We evaluate the parser outputs in terms of Labeled Attachment Score (LAS) -computed using the evaluation script 4 of the CoNLL-X shared task on multi-lingual dependency parsing -and compare them using Dan Bikel's Randomized Parsing Evaluation Comparator with p ≤ α = 0.05 considered statistically significant.,Parser features,"(These experiments used the baseline MaltParser without cluster information and using only default parameter settings, including C = 0.1 for the SVM.)",Gold vs. predicted PoS tags,
"(These experiments used the baseline MaltParser without cluster information and using only default parameter settings, including C = 0.1 for the SVM.)",3320244,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Gold vs. predicted PoS tags,"In preliminary experiments we assessed the effect of using gold standard versus automatically assigned part-of-speech-tags tags when training the parser, in both cases testing on automatically tagged text.",Gold vs. predicted PoS tags,We trained two versions of the parser on WSJ sections 02-21 (from OntoNotes/SANCL) using (1) the gold PoS tags provided in the treebank and (2) replacing these with tags automatically predicted by SVMTool. ,Gold vs. predicted PoS tags,
We trained two versions of the parser on WSJ sections 02-21 (from OntoNotes/SANCL) using (1) the gold PoS tags provided in the treebank and (2) replacing these with tags automatically predicted by SVMTool. ,3320245,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Gold vs. predicted PoS tags,"(These experiments used the baseline MaltParser without cluster information and using only default parameter settings, including C = 0.1 for the SVM.)",Gold vs. predicted PoS tags,"We then applied the parsers to WSJ 22 and 23, for both parsers using SVMTool tags during testing. ",Gold vs. predicted PoS tags,
"We then applied the parsers to WSJ 22 and 23, for both parsers using SVMTool tags during testing. ",3320246,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Gold vs. predicted PoS tags,We trained two versions of the parser on WSJ sections 02-21 (from OntoNotes/SANCL) using (1) the gold PoS tags provided in the treebank and (2) replacing these with tags automatically predicted by SVMTool. ,Gold vs. predicted PoS tags,The results are shown in Table 4.2.2 and reveal that there is a clear advantage to training on predicted tags (all differences are statistically significant at α = 0.05).,Gold vs. predicted PoS tags,
The results are shown in Table 4.2.2 and reveal that there is a clear advantage to training on predicted tags (all differences are statistically significant at α = 0.05).,3320247,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Gold vs. predicted PoS tags,"We then applied the parsers to WSJ 22 and 23, for both parsers using SVMTool tags during testing. ",Gold vs. predicted PoS tags,For all parsing results reported elsewhere in this paper automatically predicted PoS tags are used in both training and testing.,Gold vs. predicted PoS tags,
For all parsing results reported elsewhere in this paper automatically predicted PoS tags are used in both training and testing.,3320248,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Gold vs. predicted PoS tags,The results are shown in Table 4.2.2 and reveal that there is a clear advantage to training on predicted tags (all differences are statistically significant at α = 0.05).,Gold vs. predicted PoS tags,The the parser's SVM classifier to find the configuration with the highest LAS.,Experiments and results,
The the parser's SVM classifier to find the configuration with the highest LAS.,3320249,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Experiments and results,For all parsing results reported elsewhere in this paper automatically predicted PoS tags are used in both training and testing.,Gold vs. predicted PoS tags,The best configuration found for the development data is then applied to the held-out data.,Experiments and results,
The best configuration found for the development data is then applied to the held-out data.,3320250,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Experiments and results,The the parser's SVM classifier to find the configuration with the highest LAS.,Experiments and results,"Instantiating the clustering features described in Section 4.1 for the top 50k lemmas of Reuters resulted in a total of 1,673,744 feature types.",Reuters clusters,
"Instantiating the clustering features described in Section 4.1 for the top 50k lemmas of Reuters resulted in a total of 1,673,744 feature types.",3320251,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,The best configuration found for the development data is then applied to the held-out data.,Experiments and results,"Specifying a feature frequency cut-off of >= 10 brought this down to a more manageable set of 339,473 features.",Reuters clusters,
"Specifying a feature frequency cut-off of >= 10 brought this down to a more manageable set of 339,473 features.",3320252,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,"Instantiating the clustering features described in Section 4.1 for the top 50k lemmas of Reuters resulted in a total of 1,673,744 feature types.",Reuters clusters,"After running K-means for 10, 50 and 100 clusters and tuning the SVM penalty parameter of the parser, the best configuration for all the development data sets was found to be K = 50 and C = 0.0625.",Reuters clusters,
"After running K-means for 10, 50 and 100 clusters and tuning the SVM penalty parameter of the parser, the best configuration for all the development data sets was found to be K = 50 and C = 0.0625.",3320253,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,"Specifying a feature frequency cut-off of >= 10 brought this down to a more manageable set of 339,473 features.",Reuters clusters,"The results can be seen in Table 5, including the scores of the initial baseline parser.",Reuters clusters,
"The results can be seen in Table 5, including the scores of the initial baseline parser.",3320254,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,"After running K-means for 10, 50 and 100 clusters and tuning the SVM penalty parameter of the parser, the best configuration for all the development data sets was found to be K = 50 and C = 0.0625.",Reuters clusters,"6 Looking at the baseline scores, the results clearly demonstrates the difficulty in applying parsers to text outside the domain of the training data, combined with the added noise we can expect to find in web data text types compared to newswire text:",Reuters clusters,
"6 Looking at the baseline scores, the results clearly demonstrates the difficulty in applying parsers to text outside the domain of the training data, combined with the added noise we can expect to find in web data text types compared to newswire text:",3320255,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,"The results can be seen in Table 5, including the scores of the initial baseline parser.",Reuters clusters,There is a clear drop in performance for the web data compared to WSJ 22.,Reuters clusters,
There is a clear drop in performance for the web data compared to WSJ 22.,3320256,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,"6 Looking at the baseline scores, the results clearly demonstrates the difficulty in applying parsers to text outside the domain of the training data, combined with the added noise we can expect to find in web data text types compared to newswire text:",Reuters clusters,"While we see that the cluster-informed parser improves over the baseline across all data sets, we also see that the improvements are larger for the web data than for WSJ 22: For Weblogs and Emails the relative reductions of error rate (RER) crements of 0.015:",Reuters clusters,
"While we see that the cluster-informed parser improves over the baseline across all data sets, we also see that the improvements are larger for the web data than for WSJ 22: For Weblogs and Emails the relative reductions of error rate (RER) crements of 0.015:",3320257,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,There is a clear drop in performance for the web data compared to WSJ 22.,Reuters clusters,The best performance was typically found for C = 0.0625. ,Reuters clusters,
The best performance was typically found for C = 0.0625. ,3320258,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,"While we see that the cluster-informed parser improves over the baseline across all data sets, we also see that the improvements are larger for the web data than for WSJ 22: For Weblogs and Emails the relative reductions of error rate (RER) crements of 0.015:",Reuters clusters,"6 For the baseline model, the best C value varied slightly across the different development sets, with C = 0.0625 for WSJ 22, 0.0775 for Weblogs, and 0.0925 for Emails.",Reuters clusters,
"6 For the baseline model, the best C value varied slightly across the different development sets, with C = 0.0625 for WSJ 22, 0.0775 for Weblogs, and 0.0925 for Emails.",3320259,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,The best performance was typically found for C = 0.0625. ,Reuters clusters,In subsequent held-out testing for the baseline we use the model trained with C = 0.0625 for the WSJ data and 0.0775 for the web data.,Reuters clusters,
In subsequent held-out testing for the baseline we use the model trained with C = 0.0625 for the WSJ data and 0.0775 for the web data.,3320260,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,"6 For the baseline model, the best C value varied slightly across the different development sets, with C = 0.0625 for WSJ 22, 0.0775 for Weblogs, and 0.0925 for Emails.",Reuters clusters,"Table 6: Held-out LAS evaluation on the three SANCL test domains using the baseline parser compared to parsers re-trained with information about word clusters generated from various sources: the Reuters corpus, the unlabeled SANCL data for the respective test domains, or clustering all the unlabeled SANCL data from all five domains together.",Reuters clusters,
"Table 6: Held-out LAS evaluation on the three SANCL test domains using the baseline parser compared to parsers re-trained with information about word clusters generated from various sources: the Reuters corpus, the unlabeled SANCL data for the respective test domains, or clustering all the unlabeled SANCL data from all five domains together.",3320261,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,In subsequent held-out testing for the baseline we use the model trained with C = 0.0625 for the WSJ data and 0.0775 for the web data.,Reuters clusters,"(All data sets are PoStagged automatically using SVMTool.) are 1.7% and 0.96% respectively, compared to RER = 0.53% for WSJ.",Reuters clusters,
"(All data sets are PoStagged automatically using SVMTool.) are 1.7% and 0.96% respectively, compared to RER = 0.53% for WSJ.",3320262,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,"Table 6: Held-out LAS evaluation on the three SANCL test domains using the baseline parser compared to parsers re-trained with information about word clusters generated from various sources: the Reuters corpus, the unlabeled SANCL data for the respective test domains, or clustering all the unlabeled SANCL data from all five domains together.",Reuters clusters,"When applying these models to the held-out data, the gains of the clusterinformed models are even larger, as shown in Table 6, with error reductions of up to 3.52%.",Reuters clusters,
"When applying these models to the held-out data, the gains of the clusterinformed models are even larger, as shown in Table 6, with error reductions of up to 3.52%.",3320263,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,"(All data sets are PoStagged automatically using SVMTool.) are 1.7% and 0.96% respectively, compared to RER = 0.53% for WSJ.",Reuters clusters,"When testing on WSJ 23 (not included in the table), the baseline obtained LAS = 86.88, compared to 87.16 for the cluster model, amounting to RER = 2.13%.",Reuters clusters,
"When testing on WSJ 23 (not included in the table), the baseline obtained LAS = 86.88, compared to 87.16 for the cluster model, amounting to RER = 2.13%.",3320264,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,"When applying these models to the held-out data, the gains of the clusterinformed models are even larger, as shown in Table 6, with error reductions of up to 3.52%.",Reuters clusters,The differences in held-out performance where detected as statistically significant across all the data sets. ,Reuters clusters,
The differences in held-out performance where detected as statistically significant across all the data sets. ,3320265,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,"When testing on WSJ 23 (not included in the table), the baseline obtained LAS = 86.88, compared to 87.16 for the cluster model, amounting to RER = 2.13%.",Reuters clusters,Note that one complication with respect to assessing the effect of K-means clustering is the fact that the algorithm is sensitive to the initial random seeding of the cluster centers.,Reuters clusters,
Note that one complication with respect to assessing the effect of K-means clustering is the fact that the algorithm is sensitive to the initial random seeding of the cluster centers.,3320266,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,The differences in held-out performance where detected as statistically significant across all the data sets. ,Reuters clusters,"Using the minibatch implementation in scikit-learn alleviates this problem to some degree in that it will compute a handful of different seedings and choose the one with the lowest inertia (i.e., within-cluster sumof-squares) before starting the clustering.",Reuters clusters,
"Using the minibatch implementation in scikit-learn alleviates this problem to some degree in that it will compute a handful of different seedings and choose the one with the lowest inertia (i.e., within-cluster sumof-squares) before starting the clustering.",3320267,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,Note that one complication with respect to assessing the effect of K-means clustering is the fact that the algorithm is sensitive to the initial random seeding of the cluster centers.,Reuters clusters,"Still, repeated runs with the same parameters and the same input can generate different outputs.",Reuters clusters,
"Still, repeated runs with the same parameters and the same input can generate different outputs.",3320268,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Reuters clusters,"Using the minibatch implementation in scikit-learn alleviates this problem to some degree in that it will compute a handful of different seedings and choose the one with the lowest inertia (i.e., within-cluster sumof-squares) before starting the clustering.",Reuters clusters,In order to quantify the extent of this effect we run K-means for K = 100 clusters 10 times on the Reuters data and parsed WSJ 22 with the retrained parser (fixing the SVM parameter C to 0.0625).,Reuters clusters,
