doccano_art_id,sentence_id,text,label
3,41,"However, HSD considers alignments of other heads and only at the test phase.",NC
3,82,Boundary coverage and streamability [15] is the metric to evaluate whether the model is streamable.,NC
3,83,"However, it does not well suit with the MMA mechanism since predicting each output is done when the last head completes the selection.",NC
3,84,"Instead of the above, we utilize the relative latency (ReL) by  We note that ReL is the natural extension of the existing latency metric.",NC
3,85,[23] provides the utterance-level latency which is the same with ReL when replacing the boundaries produced by the reference model with the gold boundaries in the definition of relative latency.,NC
3,86,"However, acquiring the gold boundaries is complicated, so we utilize the boundaries of MMA without HSD as the reference boundaries.",NC
3,87,We present the results of our approach with baselines in table 1.,NC
3,88,"We train our model with = 10 and = 12 on Librispeech and AISHELL-1, respectively and evaluate it with = 8 to make the setting same with [15].",NC
3,89,Our model shows better performance than the baselines including HeadDrop [15].,POS
3,90,"Especially, we reduce 2.2% of WER than HeadDrop [15] on testother in Librispeech.",POS
3,91,These results show that training alignments together with other heads' selection time improves the performance.,POS
3,92,One very interesting and unexpected point we observed in table 1 is that the WER of Transformer is higher than online models (except for MMA) in test-clean experiments.,POS
3,93,We con- jecture that online attention mechanisms are beneficial to exploit locality since they strongly force models to attend small chunks of an input sequence from the training phase.,POS
3,94,"We provide trade-off graphs between quality and relative latency in fig 2 through adjusting ∈ {6, 8, 10, 12}, and ∈ {4, 8, 12} in inference time for Librispeech, and AISHELL-1, respectively.",NC
3,95,"To calculate relative latency with time units, we multiply frame-level relative latency by 80ms since the reducing factor of frames is 8 and the shifting size is 10ms.",NC
3,96,Our model outperforms baselines and is still faster than MMA without HSD even though there are small increases in relative latency compared to HeadDrop except for the case with extremely small text .,POS
3,97,The performance degradation with small occurs since accessible input information is very limited and training models with small restricts head diversity severely.,NC
3,98,"Thus, this result suggests that the practitioners should avoid choosing small .",POS
3,100,Our approach improves performance with only a small increase in latency by regularizing the intra-layer difference of boundaries effectively from the training phase.,POS
4,0,This paper develops a Case/case-theoretic acco unt for what Merchant (2008) calls voice mism atch in ellipsis constructions of English.,FACT
4,1,Merch ant (ibid.),NC
4,2,"reports that VP ellipsis as an elision o f smaller size VP allows voice mismatch, but Ps eudogapping and Sluicing as an elision of bigge r size vP/TP do not.",NC
4,4,"Given the asymmetry i n the size of ellipsis in tandem with discourse re lations, we argue that since Accusative as well as Nominative Case is checked outside VP, the VP to be elided can meet the identity condition on ellipsis with its antecedent VP as the object element in the former and the subject one in the latter or vice versus have not been Case-checke d yet, thus being identical in terms of Case-feat ure at the point of derivation building a VP.",POS
4,5,"According to Merchant (2008), VP ellipsis (VPE) in English allows mismatch between the voice of an elided constituent and that of its antecedent, whereas Sluicing and Pseudogapping do not.",NC
4,6,This holds for either direction of voice alternation between an elided constituent and its antecedent.,NC
4,7,"This is illustrated in (1) through (3) (( 1) and (3), taken from Merchant (2008: 169-170); (2), taken from Merchant (2013: 81)).",NC
4,8,"(1) Active antecedent, passive ellipsis (VPE) a.",NC
4,9,The janitor must <remove the trash 1 > whenever it is apparent that [it] 1 should be [ VP removed t 1 ].,NC
4,10,"Passive antecedent, active ellipsis (VPE) b.",NC
4,11,[The system] 1 can be <used t 1 > by anyone who wants to [ VP use it 1 ].,NC
4,12,"(2) Sluicing (TPE) *<Joe was murdered t>, but we don't know [who] 1 [ TP t 1 murdered Joe].",NC
4,13,"(3) Pseudogapping *Roses were brought by some, and others did bring lilies.",NC
4,15,"The next section reviews Merchant's (2007Merchant's ( , 2008) ) analysis of voice mismatch in ellipsis by postulating the functional category of Voice in the syntactic structure of a clause, and the subsequent rebuttal of Merchant's analysis by Tanaka (2011).",NC
4,16,"Departing from the empirical generalization made by Tanaka, section 3 proposes a not Voice-but Case/case-theoretic account for apparent voice mismatch in VP ellipsis and Pseudogapping.",NC
4,17,Section 4 investigates argument structure mismatch and its interaction with Pseudogapping.,NC
4,18,Section 5 explores a Case/casetheoretic account for voice mismatch in Sluicing.,NC
4,19,Section 6 wraps up with a conclusion.,NC
4,20,Consider the examples in (4) and (5).,NC
4,22,"Unlike in the ellipsis structure of (4), voice mismatch is permissible in the non-elliptical structure of ( 5).",NC
4,23,"(4) *Roses were brought by some, and others did bring roses, too.",NC
4,24,"(5) Roses were brought by some, and others brought roses, too.",NC
4,25,Merchant's (2008) explanation for the contrast in voice mismatch between VP ellipsis and Pseudogapping in (1) and (2) hinges on the following assumptions: (6) Syntactic isomorphism is required for ellipsis.,NC
4,26,(7) The v head hosts the feature [voi(ce)] responsible for active versus passive voice.,NC
4,27,"(8) VP ellipsis deletes a VP, but Pseudogapping deletes a vP.",NC
4,28,"Like most previous studies on ellipsis, Merchant first takes ellipsis to be subject to a syntactic identity condition demanding that an elided constituent be identical syntactically to its antecedent.",NC
4,29,"Given syntactic isomorphism for ellipsis, the uneven distribution in voice mismatch between VP ellipsis and Pseudogapping in (1) and (2) follows from the two specific components in ( 7) and (8).",NC
4,30,Merchant (2008) argues that Pseudogapping elides a vP rather than a VP.,NC
4,31,The elided constituent in Pseudogapping then includes the little v that has the value of the feature [voi] determined either as active or passive.,NC
4,32,"When the ellipsis and the antecedent clauses are not identical in voice, Pseudogapping won't meet identity in ellipsis, hence being ruled out.",NC
4,33,"In VPE, however, the little v hosting the feature [voi] is not included in the VPE site.",NC
4,34,"In other words, the head v is external to the VPE site.",NC
4,35,"Thus, voice mismatch does not matter for VP ellipsis, not being able to exert its effects on identity in ellipsis.",NC
4,36,"Though Merchant (2008) provides an effective account for the distributional generalization in voice mismatch between VP ellipsis and Pseudogapping, his account confronts several problems.",NC
4,37,The first problem concerns the size of ellipsis for Pseudogapping.,NC
4,38,"The previous works on Pseudogapping such as Jayaseelan (1990), Lansnik (1999: chap 3), Levin (1978), andTakahashi (2004) argue that Pseudogapping is an operation of VP ellipsis rather than vP ellipsis, as typical examples of Pseudogapping in ( 9) and (10) show.",NC
4,39,"(9) *Roses were brought by some, and others did bring lilies.",NC
4,40,"(10) *Some brought roses, and lilies were brought by others.",NC
4,41,Merchant (2008) in fact brings forth the examples in ( 11) and ( 12) to support his thesis that Pseudogapping applies to a larger category than VP ellipsis.,NC
4,42,The judgements reported in ( 11) and ( 12) are Merchant's.,NC
4,43,"(11) Many of them have turned in their assignment already, but they haven't yet all.",NC
4,44,"(12) Many of them have turned in their assignment already, but they haven't yet (*all) their paper (*all).",NC
4,45,Merchant assumes with Sportiche (1988) that a floating quantifier like all can be dropped off in the specifier position of any functional category it has moved through.,NC
4,46,"All in (11) presumably moves through [spec, vP].",NC
4,47,"Since the constituent elided in VP ellipsis, by assumption, is smaller than vP and all is external to ellipsis site, the sentence in ( 11) is received as acceptable.",NC
4,48,"By contrast, the sentence in (12) involving Pseudogapping, according to Merchant, is ruled out because Pseudogapping elides a vP that includes the position all moves through; thus, the floating quantifier all should have been included in the portion elided by Pseudogapping.",NC
4,49,"Tanaka (2011), however, consulted three native speakers to verify the acceptability of ( 13) and ( 14), which are identical to (11) and ( 12), but except for one modification by placing the aspectual adverb yet not before but after the floating quantifier all: (13) Many of them have turned in their assignment already, but they haven't all yet.",NC
4,50,"(14) ?Many of them have turned in their assignment already, but they haven't all yet their paper None of the native speakers that Tanaka consulted ruled out these two sentences.",NC
4,51,Tanaka (2011) takes the acceptability of these examples to indicate that both VP ellipsis and Pseudogapping may delete a VP.,NC
4,52,"It may also be the case that all in (13) and ( 14) occupies a position outside a vP, in which case the entire vP can be deleted (See Tanaka (2011: 473)).",NC
4,53,"Second, Merchant (2008: 170) notes that such Pseudogapping examples with voice mismatch as (15)-( 16) are unacceptable.",NC
4,54,"(15) *Roses were brought by some, and others did bring lilies.",NC
4,55,"( 16) *Some brought roses, and lilies were brought by others.",NC
4,56,"Importantly, however, Tanaka (2011: 475) reports that their VP ellipsis counterparts in (17)-( 18) are also unacceptable: (17) *Roses were brought by some boys, and some girls did bring roses, too.",NC
4,57,"(18) *Some brought roses, and lilies were brought by some, too.",NC
4,58,"Since ungrammatical Pseudogapping examples remain to be ungrammatical even under VP ellipsis, it may safely be concluded that there is no asymmetry between the two constructions in terms of the size of ellipsis.",NC
4,59,"Tanaka (2011: 476)  The additional pairs in ( 21)-( 22), which are taken from Tanaka (2011: 476), do not display asymmetry in voice mismatch between Pseudogapping and VP ellipsis: (21) Actually, I have implemented a computer system with a manager, but it doesn't have to be implemented with a manager.",NC
4,60,"( 22) ?Actually, I have implemented a computer system with a manager, but it should have been implemented by a computer technician.",NC
4,61,"Third, the additional rebuttal of Merchant's (2008)  (big, resemblance, mismatched) c. because she told me who.",NC
4,62,"(big, cause/effect, matched) d. because she told me by who.",NC
4,63,"(big, cause/effect, mismatched) e. and Lisa also knows that someone did.",NC
4,64,"(small, resemblance, matched) f. and Lisa also knows that it was.",NC
4,65,"(small, resemblance, mismatched) g. because she told me that someone did.",NC
4,66,"(small, cause/effect, matched) h. because she told me that it was.",NC
4,67,"(small, cause/effect, mismatched) The results of the experiment (cited from SanPietro et al.",NC
4,68,"(2012: 310)) are: first, the interaction between ellipsis size (small VP vs. big TP) and discourse relations (resemblance vs. cause/effect relations, which we will turn to shortly in the next section) shows that in the small elliptical conditions only, cause/effect conditions (conditions (g) and (h) of ( 23); mean rating of 4.94 out of the highest score 7) were rated higher than resemblance conditions (conditions (e) and (f) above; mean rating of 4.32).",NC
4,69,"Second, most critically, pairwise comparisons show a significant difference (p < .001) between the mismatched cause/effect condition (condition (h) above; mean rating of 4.42) and the mismatched resemblance condition (condition (f) above; mean rating of 3.69), but only in the VP ellipsis conditions.",NC
4,70,"No effect of coherence (i.e., discourse relation) is found in the big elliptical conditions (conditions (a-d) above).",NC
4,71,"These results of the experiment show that voice mismatch in VP ellipsis is not always permissible, unlike what Merchant (2008) argues.",NC
4,72,"Instead, discourse relations are a determining factor in ruling in or out voice mismatch in VP ellipsis.",NC
4,75,"In the next section, building on Kehler's (2000) insight into discourse relations between ellipsis and antecedent clauses, we argue that sizes of ellipsis for both VP ellipsis and Pseudogapping interact with such discourse relations.",NC
4,76,3 Towards an analysis Kehler (2000) argues that sentences/clauses in a discourse are linked together by (discourse) coherence relations.,NC
4,77,Coherence refers to the ways in which the hearer attempts to link together the sentences/clauses that form a discourse (Kehler (2000: 539)).,NC
4,78,"For example, in a discourse, the hearer does not interpret the two sentences in (24a) to be unrelated, but he/she infers that Mary is upset at Bill because Bill forgot her birthday.",NC
4,79,"Because it is more difficult to infer how the two sentences in (24b) could be linked together, the discourse is less coherent.",NC
4,80,(24) a. Mary is upset with Bill.,NC
4,81,Bill forgot her birthday.,NC
4,82,b. Mary is upset with Bill.,NC
4,83,#Jupiter has 63 moons.,NC
4,84,Kehler (2000) discusses two types of coherence relations relevant to ellipsis: resemblance and cause/effect.,NC
4,85,"When a resemblance relation holds, the entities or properties in the elided material are interpreted as in some way parallel to those in its antecedent.",NC
4,86,"For example, in (25), John and Bill are the entities, and they are parallel in that they both went to the store.",NC
4,87,(25) John went to the store because Bill did <go to the store>.,NC
4,88,"There is a class of connectives and adverbs which serve as markers for the resemblance coherence relation, including and, also, as well, too, likewise, etc.",NC
4,89,"When a cause/effect relation holds, by contrast, the proposition expressed by the elided material has some sort of causal relationship to the proposition in the antecedent.",NC
4,90,"For example, in (26), the fact that Bill went to the store is the cause for John to do so.",NC
4,91,(26) John went to the store because Bill did <go to the store>.,NC
4,92,"As with the resemblance relations, certain adverbs and connectives regularly occur in cause/effect sentences which can serve as markers of this coherence relation, including but, even though, because, as a result, therefore, so, consequently, etc.",NC
4,93,"Kehler (2000) argues that when there is a voice mismatch in ellipsis, sentences where there is a cause/effect relation between antecedent and ellipsis sites are licit, while sentences where there is a resemblance relation are illicit.",NC
4,94,"The contrast can be found in (27a) and (27b) below, where the acceptable (27a) contains a cause/effect relation, and the unacceptable (27b) contains a resemblance relation.",NC
4,95,"In March, four fireworks manufacturers asked that the decision be reversed, and on Monday, the ICC did <reverse the decision>.",NC
4,96,(Dalrymple et al.,NC
4,97,"* This problem was looked into by John, and Bob did <look into the problem>, too.",NC
4,98,"(Kehler 2000: 551, example 34) Kehler (2000: 543-46) ascribes this contrast to the fact that cause/effect relations require only semantic identity, which tolerates voice mismatch, while resemblance relations require syntactic identity in addition to semantic identity.",NC
4,102,"First, a parallel resemblance relation relates two clauses/sentences; the ellipsis clause and its antecedent clause.",NC
4,103,"The proposition of the former clause holds true, in a parallel fashion as that of the latter clause does.",NC
4,104,"Now the wisdom we has about the syntax of a clause is that a small clause vP, as a proxy of a full clause CP/TP, may have a parallel relation with another small clause vP.",NC
4,105,This is exactly what happens in the case of vP ellipsis when a resemblance relation holds.,NC
4,106,The ellipsis of a vP is the only option to respect the full clause-tosmall clause correspondence in the case of a resemblance relation between the ellipsis and the corresponding antecedent clauses.,NC
4,107,"When a cause/effect relation holds, it also relates two clauses.",NC
4,108,"However, the two clauses involved are non-parallel.",NC
4,109,"Thus, no full clause-to-small clause correspondence is called for.",NC
4,110,"Since the two clauses involved are non-parallel, one clause may relate not to another clause but to a constituent inside it.",NC
4,111,"In other words, it is possible that one clause may, for example, modify the constituent inside another clause.",NC
4,112,"This is the reason that VP ellipsis instead of vP ellipsis is permissible when a cause/effect relation holds, even though two clauses are related.",NC
4,113,"The cause/effect, non-parallel relation gets away with not respecting the full clause-to-small clause correspondence.",NC
4,114,"Given the asymmetry between resemblance and cause/effect relations in terms of the size of ellipsis, we are now in a position to account for their contrast in voice mismatch when a verbal domain (VP or vP) undergoes ellipsis.",NC
4,119,"Simply stated, Case/case mismatch is not allowed between a survivor/remnant and its antecedent constituent (or correlate).",NC
4,120,This means that in the following structure one argument element A inside the ellipsis constituent and its correlate A' inside the antecedent constituent are required to be identical in terms of Case/case feature.,NC
4,121,"A ] Now a question is what happens when A and A' are base-generated inside the ellipsis and antecedent constituents, but they participate in Case-checking relation outside them.",NC
4,122,"We suppose that this situation holds exactly in such examples as ( 19) and ( 20), repeated below ( 31) and ( 32): (31) ?My problem will be looked into by Tom, but he won't look into yours.",NC
4,123,"PG (32) This problem was to have been looked into, but obviously nobody did look into this problem.",NC
4,124,"VPE As stated in (29b), in English either Nominative or Accusative Case is checked outside VP (cf.",NC
4,125,Chomsky (1995)).,NC
4,126,"Thus, if in ( 31) and ( 32) the ellipsis clause has a cause/effect relation with its antecedent clause and what is elided is VP (as stated in (29c)), the apparent Case mismatch between the object element in the ellipsis clause and its correlate subject element in the antecedent clause is not harmful at all.",NC
4,127,"This is because at the point of derivation where VP is elided, the former and the latter have not yet have its Case feature valued, thus being not distinct in form.",NC
4,128,"Now, we turn to the examples of Pseudogapping and VP ellipsis in a resemblance relation.",NC
4,129,"( 15) and ( 17), repeated below as ( 33) and ( 34), represent those examples: (33) *Roses were brought by some, and others did bring lilies.",NC
4,130,"PG (34) *Roses were brought by some boys, and some girls did bring roses, too.",NC
4,131,"VPE As argued above, both Pseudogapping and VP ellipsis in a resemblance relation involve an elision of vP rather than VP.",NC
4,132,"Since vP is a domain where Accusative Case is checked, the object in the ellipsis clause is bound to relate to its correlate object in the antecedent clause.",NC
4,133,"The unacceptability of ( 33) and ( 34) follows from the fact that in the examples, the object element in the ellipsis clause which is Case-checked in Spec of vP relates to its correlate in the antecedent clause, which is the subject element that cannot be Casechecked in Spec of vP.",NC
4,134,"Therefore, there is bound to arise a Case mismatch in both Pseudogapping and VP ellipsis in a resemblance relation that holds for (33) and (34).",NC
4,136,We now turn to the examples where a VPinternal element is assigned not structural Case but inherent case.,NC
4,137,*She embroiders peace signs on jackets more often than she does <embroider jackets> with swastikas.,NC
4,138,?She embroiders peace signs on jackets more often than she does <embroider peace signs on> shirt sleeves.,NC
4,139,*He'd give Yale money more readily than he would <give money> to charity.,NC
4,140,?He'd give money more readily to Yale than he would <give money to> charity.,NC
4,141,*Abby flirted more often in general than Beth did <flirt with> Max.,NC
4,142,?Abby flirted with Ben more often than she did <flirt with> Ryan.,NC
4,143,"Note that unlike structural Accusative Case that is checked outside VP but inside vP, inherent case is presumably determined by a verbal head inside VP and realized with an appropriate preposition.",NC
4,144,All the examples in ( 35)-( 37) involve Pseudogapping because we cannot test out case forms of VP-internal argument elements inside the portion elided by VP ellipsis.,NC
4,145,"The (b)-examples of ( 35)-( 37) are a little bit degraded (we conjecture that, as noted by Levin (1979Levin ( /1986) ) and Lasnik (1995), the degradedness of these examples are due to the general degradedness of Pseudogapping), but they are still acceptable.",NC
4,146,"This is because in these examples, the VP in the ellipsis clause is identical to that in the antecedent clause in terms of inherent case realization of the argument elements inside them.",NC
4,147,"Unlike these (b)-examples of ( 35)-( 37), however, their (a)-examples are ruled out owing to case mismatch between a VP-internal argument element in the ellipsis clause and its correlate in the antecedent clause.",NC
4,148,"For example, in (35a) neither jackets nor with swastikas inside the VP of the ellipsis clause matches with on jackets and signs in terms of case/Case feature, thereby inviting a violation of the syntactic isomorphism on ellipsis.",NC
4,149,"In leaving this section, let us note that Takita (2015: 14) proposed the revised Case condition on ellipsis, which states that a DP must be Caselicensed in the ellipsis site by a head identical to the corresponding head that Case-licenses the correlating DP in the antecedent.",NC
4,150,"Simply speaking, Takita (ibid.)",NC
4,151,argues that a Case-licensing head rather than the Case/case form of a DP determined by it is critical in meeting the syntactic isomorphism on ellipsis.,NC
4,152,Takita's analysis works fine for (37b).,NC
4,153,"Since in (37b) the same verb flirt Case-licenses Ryan and its correlate Ben with the realization of the preposition with, it meets the revised Case condition on ellipsis.",NC
4,154,"To rule out (37a), however, Takita has to say that the verb flirt in the ellipsis clause is different from the verb flirt in the antecedent clause.",NC
4,155,"Unlike Takita's analysis, we have argued that the Case/case form of a DP matters for ellipsis.",POS
4,156,If causative and unaccusatives also differ in their v (cf.,NC
4,157,"Chomsky (1995) Why is there a contrast between passives, on the one hand, and unaccusatives and middles, on the other hand?",NC
4,160,"We suggest on the basis of the following do so replacement that in English, passives involve syntactic movement, but neither unaccusatives nor middles do so.",POS
4,161,"%John told Steve to hang the horseshoe over the door, and it does so now.",NC
4,162,"%I was told that this new peanut butter spreads very easily, and I am very excited to do so.",NC
4,163,"((12a-d) from Thompson (2012)) c. %Mary claimed that I closed the door, but it actually did so on its own.",NC
4,164,(from Thompson ( 2012)) The contrast between ( 44) and ( 45) can be accounted for by the assumption that the VPreplacing anaphor so (while the light verb do of do so occupies the little v position (cf.,NC
4,165,"Stroik (2001), among others) cannot replace a VP that contains a gap left behind by A or A'-movement.",NC
4,168,"This is how we account for the unacceptability of ( 38), (42), and (43).",NC
4,169,All these examples are ruled out independently of Case/case mismatch but because of verb-type mismatch between intransitive and causative/transitive verbs.,NC
4,170,There is an additional alternation between an implicit argument-taking verb and its passive variant in an antecedent and ellipsis pair.,NC
4,171,"This mismatch is not allowed, as follows: ( We assume that the implicit argument selected by verbs such as eat, win, and read implicitly carries Accusative-like inherent case.",NC
4,172,"This inherent case is lexically assigned by such verbs to the implicit argument in-situ within VP without moving to [Spec, vP].",NC
4,173,This assumption accounts for the contrast in acceptability between ( 46) and (47).,NC
4,174,"In ( 46), the lexical-case-carrying implicit argument within the VP of the antecedent clause cannot meet a Case/case match with the complement of the passive verb within that of the ellipsis clause.",NC
4,175,"In (47), by contrast, the whsurvivor/remnant in the ellipsis clause and its correlate implicit argument in the antecedent clause are understood to carry the same feature of Case/case, meeting syntactic isomorphism on ellipsis.",NC
4,176,"In this paper, we first started with reviewing Merchant's (2008) analysis of voice mismatch in ellipsis constructions and Tanaka's (2011) reply to this analysis.",FACT
4,178,"Departing from Kehler's (2000) insight that the distinction between resemblance vs. cause/effect discourse coherence relations rather than between VP and Pseudogapping come into place in apparent voice mismatch, we argued that VP undergoes ellipsis in a resemblance relation, whereas vP does so in a cause/effect relation.",POS
4,179,"Given the different sizes of ellipsis interacting with discourse relations, we went further to argue that apparent voice mismatch in VP ellipsis is attributed to the fact that structural Accusative Case is checked not within the VP domain that undergoes ellipsis.",POS
4,180,"Thus, the object element in the ellipsis clause and the subject element in the antecedent clause, or vice versus, count as identical within a VP in terms of Case feature, meeting the identity condition on ellipsis.",POS
4,181,"Unlike structural Case, however, a difference in case feature or argument structure (or verb type) within a VP always invites a violation of identity in ellipsis.",POS
4,182,"In addition, Case/case mismatch in the case of an elision of a larger constituent such as TP under Sluicing was shown to induce fatal effects on the acceptability of sentences involving such a type of ellipsis.",POS
5,0,"Due to the ability of encoding and mapping semantic information into a highdimensional latent feature space, neural networks have been successfully used for detecting events to a certain extent.",NC
5,1,"However, such a feature space can be easily contaminated by spurious features inherent in event detection.",NC
5,2,"In this paper, we propose a self-regulated learning approach by utilizing a generative adversarial network to generate spurious features.",FACT
5,4,Detailed experiments on the ACE 2005 and TAC-KBP 2015 corpora show that our proposed method is highly effective and adaptable.,POS
5,5,Event detection aims to locate the event triggers of specified types in text.,NC
5,6,"Normally, triggers are words or nuggets that evoke the events of interest.",NC
5,7,"Detecting events in an automatic way is challenging, not only because an event can be expressed in different words, but also because a word may express a variety of events in different contexts.",NC
5,8,"In particular, the frequent utilization of common words, ambiguous words and pronouns in event mentions makes them harder to detect: 1) Generalitytaken home <Transport> Ambiguity 1campaign in Iraq <Attack> Ambiguity 2political campaign <Elect> Coreference -Either its bad or good <Marry> A promising solution to this challenge is through semantic understanding.",NC
5,9,"Recently, neural networks have been widely used in this direction (Nguyen and Grishman, 2016; Ghaeini et al.,    *  Corresponding author 2016; Feng et al., 2016;Liu et al., 2017b;Chen et al., 2017), which allows semantics of event mentions (trigger plus context) to be encoded in a high-dimensional latent feature space.",NC
5,10,This facilitates the learning of deep-level semantics.,NC
5,11,"Besides, the use of neural networks not only strengthens current supervised classification of events but alleviates the complexity of feature engineering.",NC
5,12,"However, compared to the earlier study (Liao and Grishman, 2010;Hong et al., 2011;Li et al., 2013), in which the features are carefully designed by experts, the neural network based methods suffer more from spurious features.",NC
5,13,"Here, spurious feature is specified as the latent information which looks like the semantically related information to an event, but actually not (Liu et al., 2017a).",NC
5,14,"For example, in the following sample, the semantic information of the word ""prison"" most probably enables spurious features to come into being, because the word often co-occurs with the trigger ""taken"" to evoke an Arrest-jail event instead of the ground-truth event Transport: 2) Prison authorities have given the nod for Anwar to be taken home later in the afternoon.",NC
5,15,Trigger: taken.,NC
5,16,"Event Type: Transport It is certain that spurious features often result from the semantically pseudo-related context, and during training, a neural network may mistakenly and unconsciously preserve the memory to produce the fakes.",NC
5,17,"However, it is difficult to determine which words are pseudo-related in a specific case, and when they will ""jump out"" to mislead the generation of latent features during testing.",NC
5,20,"Detailed experiments on event detection show that our proposed method achieves a substantial performance gain, and is capable of robust domain adaptation.",POS
5,25,"SELF is a double-channel model (Figure 1), consisted of a cooperative network (Islam et al., 2003) and a generative adversarial net (GAN) (Goodfellow et al., 2014).",NC
5,26,A memory suppressor S is used to regulate communication between the channels.,NC
5,27,"In channel 1, the generator G is specified as a multilayer perceptron.",NC
5,28,"It plays a role of a ""diligent student"".",NC
5,29,"By a differentiable function G(x, θ g ) with parameters θ g , the generator learns to produce a vector of latent features o g that may best characterize the token x, i.e., o g = G(x, θ g ).",NC
5,30,"The discriminator D (called ""a lucky professor"") is a single-layer perceptron, implemented as a differentiable function D(o g , θ d ) with parameters θ d .",NC
5,31,"Relying on the feature vector o g , it attempts to accurately predict the probability of the token x triggering an event for all event classes, i.e., ŷ = D(o g , θ d ), and assigns x to the most probable class c (iff ŷc > ∀ŷ c, c = c).",NC
5,32,"Therefore, G and D cooperate with each other during training, developing the parameters θ g and θ d with the same goal -to minimize the performance loss L(ŷ, y) in the detection task: θ g θ d = argmin L(ŷ, y) (1) where, y denotes the ground-truth probability distribution over event classes, and L indicates the deviation of the prediction from the ground truth.",NC
5,33,"In channel 2, the generator Ǧ and discriminator Ď have the same perceptual structures as G and D. They also perform learning by differentiable functions, respectively Ǧ(x, θ ǧ) and Ď(o ǧ, θ ď).",NC
5,34,"A major difference, however, is that they are caught into a cycle of highly adversarial competition.",NC
5,35,"The generator Ǧ is a ""trouble maker"".",NC
5,36,"It learns to produce spurious features, and utilizes them to contaminate the feature vector o ǧ of the token x.",NC
5,37,"Thus Ǧ changes a real sample x into a fake zsometimes successfully, sometimes less so.",NC
5,38,"Using the fakes, Ǧ repeatedly instigates the discriminator Ď to make mistakes.",NC
5,39,"On the other side, Ď (""a hapless professor"") has to avoid being deceived, and struggles to correctly detect events no matter whether it encounters x or z.",NC
5,40,"In order to outsmart the adversary, Ǧ develops the parameters θ ǧ during training to maximize the performance loss, but on the contrary, Ď develops the parameters θ ď to minimize the loss: θ ǧ = argmax L(ŷ, y) (2) θ ď = argmin L(ŷ, y) Numerous studies have confirmed that the twoplayer minmax game enables both Ǧ and Ď to improve their methods (Goodfellow et al., 2014;Liu and Tuzel, 2016;Huang et al., 2017).",NC
5,41,"Using a memory suppressor, we try to optimize the diligent student G. The goal is to enable G to be as dissimilar as possible to the troublemaker Ǧ.",NC
5,42,The suppressor uses the output o ǧ of Ǧ as a reference resource which should be full of spurious features.,NC
5,43,"On the basis, it looks over the output o g of G, so as to verify whether the features in o g are different to those in o ǧ.",NC
5,44,"If very different, the suppressor allows G to preserve the memory (viz., θ g in G(x, θ g )), otherwise update.",NC
5,45,"In other word, for G, the suppressor forcibly erases the memory which may result in the generation of spurious features.",NC
5,46,We call this the self-regulation.,NC
5,47,Self-regulation is performed for the whole sentence which is fed into G and Ǧ.,NC
5,48,"Assume that O g is a matrix, constituted with a series of feature vectors, i.e., the vectors generated by G for all the tokens in an input sentence (o g ∈ O g ), while O ǧ is another feature matrix, generated by Ǧ for the tokens (o ǧ ∈ O ǧ).",NC
5,49,"Thus, we utilize the matrix approximation between O g and O ǧ for measuring the loss of self-regulation learning L dif f .",NC
5,50,"The higher the similarity, the greater the loss.",NC
5,51,"During training, the generator G is required to develop the parameters θ g to minimize the loss: θ g = argmin L dif f (o g , o ǧ) (4) We present in detail the matrix approximate calculation in section 4.4, where the squared Frobenius norm (Bousmalis et al., 2016) is used.",NC
5,52,"We incorporate the cooperative network with the GAN, and enhance their learning by joint training.",NC
5,53,"In the 4-member incorporation, i.e., {G, Ǧ, D and Ď}, the primary beneficiary is the lucky professor D. It can benefit from both the cooperation in channel 1 and the competition in channel 2.",NC
5,54,"The latent features it uses are well-produced by G, and decontaminated by eliminating possible fakes like those made by Ǧ.",NC
5,55,"Therefore, in experiments, we choose to output the prediction results of D. In this paper, we use two recurrent neural networks (RNN) (Sutskever et al., 2014;Chung et al., 2014) of the same structure as the generators.",NC
5,56,And both the discriminators are implemented as a fullyconnected layer followed by a softmax layer.,NC
5,110,The state-of-the-art models proposed in the past decade are compared with ours.,NC
5,111,"By taking learning framework as the criterion, we divide the models into three classes: Minimally supervised approach: is Peng et al ( 2016)'s MSEP-EMD.",NC
5,112,"Feature based approaches: primarily including Liao and Grishman (2010)'s Cross-Event inference model, which is based on the max-entropy classification and embeds the document-level confident information in the feature space; Hong et al (2011)'s Cross-Entity inference model, in which existential backgrounds of name entities are employed as the additional discriminant features; and Li et al ( 2013)'s Joint model, a sophisticated predictor frequently ranked among the top 3 in recent TAC-KBP evaluations for nugget and coreference detection (Hong et al., 2014(Hong et al., , 2015;;Yu et al., 2016).",NC
5,113,It is based on structured perceptron and combines the local and global features.,NC
5,114,"Neural network based approaches: including the convolutional neural network (CNN) (Nguyen and Grishman, 2015), the non-consecutive Ngrams based CNN (NC-CNN) (Nguyen and Grishman, 2016) and the CNN that is assembled with a dynamic multi-pooling layer (DM-CNN) (Chen et al., 2015).",NC
5,115,Others include Ghaeini et al (2016) FrameNet (FN) and Wikipeida (Wiki).,NC
5,116,"We evaluate our model using Precision (P), Recall (R) and F-score (F).",NC
5,117,"To facilitate the comparison, we review the best performance of the competitors, which has been evaluated using the same metrics, and publicly reported earlier.",NC
5,118,Table 1 shows the trigger identification performance.,NC
5,119,"It can be observed that SELF outperforms other models, with a performance gain of no less than 1.1% F-score.",POS
