text,doc_id,paper_title,paper_structure,year,prev_text,prev_section,next_text,next_section,label
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 15/54
==========================================================================================
0. Model Analysis -- 8/40
------------------------------------------------------------------------------------------
Along these lines, (Lewis et al., 2019) found that a simple noise function of dropping, masking and permuting words was a strong question generation baseline.",457895,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Additionally, we believe the sentences which have loosely related meaning may act as a regularization factor which prevent the downstream QA model from learning only string matching patterns.",Model Analysis,"We believe that loosely related context sentences can act as a more intuitive noise function, and investigating the role of the semantic match of the retrieved sentences is an important direction for future work.",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 16/54
==========================================================================================
0. Model Analysis -- 9/40
------------------------------------------------------------------------------------------
We believe that loosely related context sentences can act as a more intuitive noise function, and investigating the role of the semantic match of the retrieved sentences is an important direction for future work.",457896,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Along these lines, (Lewis et al., 2019) found that a simple noise function of dropping, masking and permuting words was a strong question generation baseline.",Model Analysis,"For the sections which follow, we only show results of retrieved sentences, as the trend of improved performance held across all experiments. ",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 17/54
==========================================================================================
0. Model Analysis -- 10/40
------------------------------------------------------------------------------------------
For the sections which follow, we only show results of retrieved sentences, as the trend of improved performance held across all experiments. ",457897,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"We believe that loosely related context sentences can act as a more intuitive noise function, and investigating the role of the semantic match of the retrieved sentences is an important direction for future work.",Model Analysis,Effect of template components: We evaluate the effect of individual template components on downstream QA performance.,Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 18/54
==========================================================================================
0. Model Analysis -- 11/40
------------------------------------------------------------------------------------------
Effect of template components: We evaluate the effect of individual template components on downstream QA performance.",457898,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"For the sections which follow, we only show results of retrieved sentences, as the trend of improved performance held across all experiments. ",Model Analysis,Results are shown in Table 2.,Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 19/54
==========================================================================================
0. Model Analysis -- 12/40
------------------------------------------------------------------------------------------
Results are shown in Table 2.",457899,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Effect of template components: We evaluate the effect of individual template components on downstream QA performance.,Model Analysis,Wh template methods improve largely over the simple cloze templates.,Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 20/54
==========================================================================================
0. Model Analysis -- 13/40
------------------------------------------------------------------------------------------
Wh template methods improve largely over the simple cloze templates.",457900,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Results are shown in Table 2.,Model Analysis,"""Wh + B + A + ?"" performs best among the template-based methods, as having the Wh word at the beginning most resembles the target SQuAD domain and switching the order of Fragment B and Fragment A may force the model to learn more complex relationships from the question.",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 21/54
==========================================================================================
0. Model Analysis -- 14/40
------------------------------------------------------------------------------------------
""Wh + B + A + ?"" performs best among the template-based methods, as having the Wh word at the beginning most resembles the target SQuAD domain and switching the order of Fragment B and Fragment A may force the model to learn more complex relationships from the question.",457901,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Wh template methods improve largely over the simple cloze templates.,Model Analysis,We additionally test the effect of the wh-component and the question mark added at the end of the sentence.,Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 22/54
==========================================================================================
0. Model Analysis -- 15/40
------------------------------------------------------------------------------------------
We additionally test the effect of the wh-component and the question mark added at the end of the sentence.",457902,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"""Wh + B + A + ?"" performs best among the template-based methods, as having the Wh word at the beginning most resembles the target SQuAD domain and switching the order of Fragment B and Fragment A may force the model to learn more complex relationships from the question.",Model Analysis,"Using the same data as ""Wh + B + A + ?""",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 23/54
==========================================================================================
0. Model Analysis -- 16/40
------------------------------------------------------------------------------------------
Using the same data as ""Wh + B + A + ?""",457903,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,We additionally test the effect of the wh-component and the question mark added at the end of the sentence.,Model Analysis,but removing the wh-component results in a large decrease in performance.,Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 24/54
==========================================================================================
0. Model Analysis -- 17/40
------------------------------------------------------------------------------------------
but removing the wh-component results in a large decrease in performance.",457904,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Using the same data as ""Wh + B + A + ?""",Model Analysis,"We believe that this is because the wh-component signals the type of possible answer entities, which helps narrow down the space of possible answers.",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 25/54
==========================================================================================
0. Model Analysis -- 18/40
------------------------------------------------------------------------------------------
We believe that this is because the wh-component signals the type of possible answer entities, which helps narrow down the space of possible answers.",457905,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,but removing the wh-component results in a large decrease in performance.,Model Analysis,"Removing the question mark at the end of the template also results in decreased performance, but not as large as removing the wh-component.",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 26/54
==========================================================================================
0. Model Analysis -- 19/40
------------------------------------------------------------------------------------------
Removing the question mark at the end of the template also results in decreased performance, but not as large as removing the wh-component.",457906,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"We believe that this is because the wh-component signals the type of possible answer entities, which helps narrow down the space of possible answers.",Model Analysis,This may be a result of BERT pretraining which expects certain punctuation based on sentence structure.,Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 27/54
==========================================================================================
0. Model Analysis -- 20/40
------------------------------------------------------------------------------------------
This may be a result of BERT pretraining which expects certain punctuation based on sentence structure.",457907,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Removing the question mark at the end of the template also results in decreased performance, but not as large as removing the wh-component.",Model Analysis,"We note that these questions may not be grammatical, which may have an impact on performance.",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 28/54
==========================================================================================
0. Model Analysis -- 21/40
------------------------------------------------------------------------------------------
We note that these questions may not be grammatical, which may have an impact on performance.",457908,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,This may be a result of BERT pretraining which expects certain punctuation based on sentence structure.,Model Analysis,Improving the question quality makes a difference in performance as seen from the jump from cloze-style questions to template questions.,Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 29/54
==========================================================================================
0. Model Analysis -- 22/40
------------------------------------------------------------------------------------------
Improving the question quality makes a difference in performance as seen from the jump from cloze-style questions to template questions.",457909,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"We note that these questions may not be grammatical, which may have an impact on performance.",Model Analysis,"The ablation studies suggest that a combination of question relevance, though matching entities, and question formulation, as described above, determine downstream performance.",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 30/54
==========================================================================================
0. Model Analysis -- 23/40
------------------------------------------------------------------------------------------
The ablation studies suggest that a combination of question relevance, though matching entities, and question formulation, as described above, determine downstream performance.",457910,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Improving the question quality makes a difference in performance as seen from the jump from cloze-style questions to template questions.,Model Analysis,Balancing those two components is an interesting problem and we leave improving grammaticality and fluency through means such as language model generation for future experiments. ,Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 31/54
==========================================================================================
0. Model Analysis -- 24/40
------------------------------------------------------------------------------------------
Balancing those two components is an interesting problem and we leave improving grammaticality and fluency through means such as language model generation for future experiments. ",457911,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"The ablation studies suggest that a combination of question relevance, though matching entities, and question formulation, as described above, determine downstream performance.",Model Analysis,"In the last two rows of Table 2, we show the effect of using the wh bi-gram prior on downstream QA training.",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 32/54
==========================================================================================
0. Model Analysis -- 25/40
------------------------------------------------------------------------------------------
In the last two rows of Table 2, we show the effect of using the wh bi-gram prior on downstream QA training.",457912,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Balancing those two components is an interesting problem and we leave improving grammaticality and fluency through means such as language model generation for future experiments. ,Model Analysis,"Using the most-common wh word by grouping named entities into 5 categories according to (Lewis et al., 2019) performs very close to the best-performing wh n-gram prior method, while using a single wh-word (what) results in a significant decrease in performance.",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 33/54
==========================================================================================
0. Model Analysis -- 26/40
------------------------------------------------------------------------------------------
Using the most-common wh word by grouping named entities into 5 categories according to (Lewis et al., 2019) performs very close to the best-performing wh n-gram prior method, while using a single wh-word (what) results in a significant decrease in performance.",457913,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"In the last two rows of Table 2, we show the effect of using the wh bi-gram prior on downstream QA training.",Model Analysis,These results suggest that information about named entity type signaled by the wh-word does provide important information to the model but further information beyond wh-simple does not improve results significantly. ,Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 34/54
==========================================================================================
0. Model Analysis -- 27/40
------------------------------------------------------------------------------------------
These results suggest that information about named entity type signaled by the wh-word does provide important information to the model but further information beyond wh-simple does not improve results significantly. ",457914,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Using the most-common wh word by grouping named entities into 5 categories according to (Lewis et al., 2019) performs very close to the best-performing wh n-gram prior method, while using a single wh-word (what) results in a significant decrease in performance.",Model Analysis,Effect of filtering by entity matching:,Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 35/54
==========================================================================================
0. Model Analysis -- 28/40
------------------------------------------------------------------------------------------
Effect of filtering by entity matching:",457915,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,These results suggest that information about named entity type signaled by the wh-word does provide important information to the model but further information beyond wh-simple does not improve results significantly. ,Model Analysis,"Besides ensuring that the retrieved sentence and query sentence share the answer entity, we require that at least one additional matching entity appears in both query sentence and entire context.",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 36/54
==========================================================================================
0. Model Analysis -- 29/40
------------------------------------------------------------------------------------------
Besides ensuring that the retrieved sentence and query sentence share the answer entity, we require that at least one additional matching entity appears in both query sentence and entire context.",457916,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Effect of filtering by entity matching:,Model Analysis,Results are shown in Table 3.,Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 37/54
==========================================================================================
0. Model Analysis -- 30/40
------------------------------------------------------------------------------------------
Results are shown in Table 3.",457917,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Besides ensuring that the retrieved sentence and query sentence share the answer entity, we require that at least one additional matching entity appears in both query sentence and entire context.",Model Analysis,"Auxillary matching leads to improvements over no matching when using template-based data, with best results using matching with both query and context.",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 38/54
==========================================================================================
0. Model Analysis -- 31/40
------------------------------------------------------------------------------------------
Auxillary matching leads to improvements over no matching when using template-based data, with best results using matching with both query and context.",457918,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Results are shown in Table 3.,Model Analysis,Matching may filter some sentences whose topic are too far from the original context.,Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 39/54
==========================================================================================
0. Model Analysis -- 32/40
------------------------------------------------------------------------------------------
Matching may filter some sentences whose topic are too far from the original context.",457919,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Auxillary matching leads to improvements over no matching when using template-based data, with best results using matching with both query and context.",Model Analysis,We leave further investigation of the effect of retrieved sentence relevance to future work. ,Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 40/54
==========================================================================================
0. Model Analysis -- 33/40
------------------------------------------------------------------------------------------
We leave further investigation of the effect of retrieved sentence relevance to future work. ",457920,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Matching may filter some sentences whose topic are too far from the original context.,Model Analysis,"Effect of synthetic training dataset size: Notably, (Lewis et al., 2019)    as well.",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 41/54
==========================================================================================
0. Model Analysis -- 34/40
------------------------------------------------------------------------------------------
Effect of synthetic training dataset size: Notably, (Lewis et al., 2019)    as well.",457921,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,We leave further investigation of the effect of retrieved sentence relevance to future work. ,Model Analysis,Figure 3 shows the performance from training over random subsets of differing sizes and testing on the SQuAD development data.,Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 42/54
==========================================================================================
0. Model Analysis -- 35/40
------------------------------------------------------------------------------------------
Figure 3 shows the performance from training over random subsets of differing sizes and testing on the SQuAD development data.",457922,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Effect of synthetic training dataset size: Notably, (Lewis et al., 2019)    as well.",Model Analysis,"We sample a random question for each context from the data of (Lewis et al., 2019).",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 43/54
==========================================================================================
0. Model Analysis -- 36/40
------------------------------------------------------------------------------------------
We sample a random question for each context from the data of (Lewis et al., 2019).",457923,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Figure 3 shows the performance from training over random subsets of differing sizes and testing on the SQuAD development data.,Model Analysis,"Even with as little as 10k datapoints, training from our synthetically generated template-based data with auxiliary matching outperforms the results from ablation studies in (Lewis et al., 2019).",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 44/54
==========================================================================================
0. Model Analysis -- 37/40
------------------------------------------------------------------------------------------
Even with as little as 10k datapoints, training from our synthetically generated template-based data with auxiliary matching outperforms the results from ablation studies in (Lewis et al., 2019).",457924,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"We sample a random question for each context from the data of (Lewis et al., 2019).",Model Analysis,"Using data from our templatebased data consistently outperforms that of (Lewis et al., 2019).",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 45/54
==========================================================================================
0. Model Analysis -- 38/40
------------------------------------------------------------------------------------------
Using data from our templatebased data consistently outperforms that of (Lewis et al., 2019).",457925,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Even with as little as 10k datapoints, training from our synthetically generated template-based data with auxiliary matching outperforms the results from ablation studies in (Lewis et al., 2019).",Model Analysis,"Training on either dataset shows similar trends; performance decreases after increasing the number of synthetic examples past 100,000, likely due to a distributional mismatch with the SQuAD data.",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 46/54
==========================================================================================
0. Model Analysis -- 39/40
------------------------------------------------------------------------------------------
Training on either dataset shows similar trends; performance decreases after increasing the number of synthetic examples past 100,000, likely due to a distributional mismatch with the SQuAD data.",457926,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Using data from our templatebased data consistently outperforms that of (Lewis et al., 2019).",Model Analysis,"We chose to use 50,000 examples for our final experiments with other ablation studies as this number gave good performance in initial experiments.",Model Analysis,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 47/54
==========================================================================================
0. Model Analysis -- 40/40
------------------------------------------------------------------------------------------
We chose to use 50,000 examples for our final experiments with other ablation studies as this number gave good performance in initial experiments.",457927,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Training on either dataset shows similar trends; performance decreases after increasing the number of synthetic examples past 100,000, likely due to a distributional mismatch with the SQuAD data.",Model Analysis,We compare training on our best template-based data with state-of-the-art in Table 4.,Comparison of Best-Performing Models:,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 48/54
==========================================================================================
1. Comparison of Best-Performing Models: -- 1/7
------------------------------------------------------------------------------------------
We compare training on our best template-based data with state-of-the-art in Table 4.",457928,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"We chose to use 50,000 examples for our final experiments with other ablation studies as this number gave good performance in initial experiments.",Model Analysis,SQuAD F1 results reflect results on the hidden SQuAD test set.,Comparison of Best-Performing Models:,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 49/54
==========================================================================================
1. Comparison of Best-Performing Models: -- 2/7
------------------------------------------------------------------------------------------
SQuAD F1 results reflect results on the hidden SQuAD test set.",457929,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,We compare training on our best template-based data with state-of-the-art in Table 4.,Comparison of Best-Performing Models:,We report single-model numbers; Lewis et al.,Comparison of Best-Performing Models:,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 50/54
==========================================================================================
1. Comparison of Best-Performing Models: -- 3/7
------------------------------------------------------------------------------------------
We report single-model numbers; Lewis et al.",457930,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,SQuAD F1 results reflect results on the hidden SQuAD test set.,Comparison of Best-Performing Models:,"(2019)  BERT-large, although using the original BERTlarge gives similar performance of 62.69 on the SQuAD dev set.",Comparison of Best-Performing Models:,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 51/54
==========================================================================================
1. Comparison of Best-Performing Models: -- 4/7
------------------------------------------------------------------------------------------
(2019)  BERT-large, although using the original BERTlarge gives similar performance of 62.69 on the SQuAD dev set.",457931,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,We report single-model numbers; Lewis et al.,Comparison of Best-Performing Models:,"We report numbers on the sample of SQuAD questions which are named entities, which we refer to as SQuAD-NER.",Comparison of Best-Performing Models:,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 52/54
==========================================================================================
1. Comparison of Best-Performing Models: -- 5/7
------------------------------------------------------------------------------------------
We report numbers on the sample of SQuAD questions which are named entities, which we refer to as SQuAD-NER.",457932,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"(2019)  BERT-large, although using the original BERTlarge gives similar performance of 62.69 on the SQuAD dev set.",Comparison of Best-Performing Models:,"The subset corresponding to the SQuAD development dataset has 4,338 samples, and may differ slightly from (Lewis et al., 2019) due to differences in NER preprocessing.",Comparison of Best-Performing Models:,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 53/54
==========================================================================================
1. Comparison of Best-Performing Models: -- 6/7
------------------------------------------------------------------------------------------
The subset corresponding to the SQuAD development dataset has 4,338 samples, and may differ slightly from (Lewis et al., 2019) due to differences in NER preprocessing.",457933,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"We report numbers on the sample of SQuAD questions which are named entities, which we refer to as SQuAD-NER.",Comparison of Best-Performing Models:,"We also trained a fully-supervised model on the SQuAD training dataset with varying amounts of data and found our unsupervised performance equals the supervised performance trained on about 3,000 labeled examples.",Comparison of Best-Performing Models:,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 54/54
==========================================================================================
1. Comparison of Best-Performing Models: -- 7/7
------------------------------------------------------------------------------------------
We also trained a fully-supervised model on the SQuAD training dataset with varying amounts of data and found our unsupervised performance equals the supervised performance trained on about 3,000 labeled examples.",457934,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"The subset corresponding to the SQuAD development dataset has 4,338 samples, and may differ slightly from (Lewis et al., 2019) due to differences in NER preprocessing.",Comparison of Best-Performing Models:,In this paper we introduce a retrieval-based approach to unsupervised extractive question answering.,Conclusion,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
3. Conclusion -- 1/4
==========================================================================================
In this paper we introduce a retrieval-based approach to unsupervised extractive question answering.",457935,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"We also trained a fully-supervised model on the SQuAD training dataset with varying amounts of data and found our unsupervised performance equals the supervised performance trained on about 3,000 labeled examples.",Comparison of Best-Performing Models:,"A simple template-based approach achieves state-of-the-art results for unsupervised methods on the SQuAD dataset of 64.04 F1, and 77.55 F1 when the answer is a named entity.",Conclusion,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
3. Conclusion -- 2/4
==========================================================================================
A simple template-based approach achieves state-of-the-art results for unsupervised methods on the SQuAD dataset of 64.04 F1, and 77.55 F1 when the answer is a named entity.",457936,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,In this paper we introduce a retrieval-based approach to unsupervised extractive question answering.,Conclusion,We analyze the effect of several components in our template-based approaches through ablation studies.,Conclusion,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
3. Conclusion -- 3/4
==========================================================================================
We analyze the effect of several components in our template-based approaches through ablation studies.",457937,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"A simple template-based approach achieves state-of-the-art results for unsupervised methods on the SQuAD dataset of 64.04 F1, and 77.55 F1 when the answer is a named entity.",Conclusion,"We aim to experiment with other datasets and other domains, incorporate our synthetic data in a semi-supervised setting and test the feasibility of our framework in a multi-lingual setting.",Conclusion,
"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
3. Conclusion -- 4/4
==========================================================================================
We aim to experiment with other datasets and other domains, incorporate our synthetic data in a semi-supervised setting and test the feasibility of our framework in a multi-lingual setting.",457938,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,We analyze the effect of several components in our template-based approaches through ablation studies.,Conclusion,,,
