id,text,doc_id,paper_title,paper_structure,year,prev_text,prev_section,next_text,next_section,label,Comments
46472,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 2/54
==========================================================================================
All models are trained and validated on generated pairs of questions and answers along with their contexts tested on the SQuAD development set.",457882,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Settings: For all downstream question answering models, we fine-tune a pretrained BERT model using the Transformers repository (Wolf et al., 2019) and report ablation study numbers using the baseuncased version of BERT, consistent with (Lewis et al., 2019).",Experiments,"The training set differs for each ablation study and will be described below, while the validation dataset is a random set of 1,000 template-based generated data points, which is consistent across all ablation studies.",Experiments,,
46473,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 3/54
==========================================================================================
The training set differs for each ablation study and will be described below, while the validation dataset is a random set of 1,000 template-based generated data points, which is consistent across all ablation studies.",457883,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,All models are trained and validated on generated pairs of questions and answers along with their contexts tested on the SQuAD development set.,Experiments,"We train all QA models for 2 epochs, checkpointing the models every 500 steps and choosing the checkpoint with the highest F1 score on the validation set as the best model.",Experiments,,
46474,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 4/54
==========================================================================================
We train all QA models for 2 epochs, checkpointing the models every 500 steps and choosing the checkpoint with the highest F1 score on the validation set as the best model.",457884,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"The training set differs for each ablation study and will be described below, while the validation dataset is a random set of 1,000 template-based generated data points, which is consistent across all ablation studies.",Experiments,All ablation studies are averaged over two training runs with different seeds.,Experiments,,
46475,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 5/54
==========================================================================================
All ablation studies are averaged over two training runs with different seeds.",457885,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"We train all QA models for 2 epochs, checkpointing the models every 500 steps and choosing the checkpoint with the highest F1 score on the validation set as the best model.",Experiments,"Unless otherwise stated, experiments are performed using 50,000 synthetic QA training examples, as initial models performed best with this amount.",Experiments,,
46476,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 6/54
==========================================================================================
Unless otherwise stated, experiments are performed using 50,000 synthetic QA training examples, as initial models performed best with this amount.",457886,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,All ablation studies are averaged over two training runs with different seeds.,Experiments,We will make this generated training data public.,Experiments,,
46477,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 7/54
==========================================================================================
We will make this generated training data public.",457887,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Unless otherwise stated, experiments are performed using 50,000 synthetic QA training examples, as initial models performed best with this amount.",Experiments,Effect of retrieved sentences: We test the effect of retrieved vs original sentences as input to question generation when using generic cloze questions.,Model Analysis,directions,
46478,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 8/54
==========================================================================================
0. Model Analysis -- 1/40
------------------------------------------------------------------------------------------
Effect of retrieved sentences: We test the effect of retrieved vs original sentences as input to question generation when using generic cloze questions.",457888,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,We will make this generated training data public.,Experiments,"As shown in Table 1, using retrieved sentences improves over using the original sentence, reinforcing our motivation that a retrieved sentence, which may not match trivially the current context, forces the QA model to learn more complex relationships than just simple entity matching.",Model Analysis,,
46479,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 9/54
==========================================================================================
0. Model Analysis -- 2/40
------------------------------------------------------------------------------------------
As shown in Table 1, using retrieved sentences improves over using the original sentence, reinforcing our motivation that a retrieved sentence, which may not match trivially the current context, forces the QA model to learn more complex relationships than just simple entity matching.",457889,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Effect of retrieved sentences: We test the effect of retrieved vs original sentences as input to question generation when using generic cloze questions.,Model Analysis,The retrieval process may return sentences which do not match the original context.,Model Analysis,result,
46480,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 10/54
==========================================================================================
0. Model Analysis -- 3/40
------------------------------------------------------------------------------------------
The retrieval process may return sentences which do not match the original context.",457890,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"As shown in Table 1, using retrieved sentences improves over using the original sentence, reinforcing our motivation that a retrieved sentence, which may not match trivially the current context, forces the QA model to learn more complex relationships than just simple entity matching.",Model Analysis,"On a random sample, 15/18 retrieved sentences were judged as entirely relevant to the original sentence.",Model Analysis,result,
46481,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 11/54
==========================================================================================
0. Model Analysis -- 4/40
------------------------------------------------------------------------------------------
On a random sample, 15/18 retrieved sentences were judged as entirely relevant to the original sentence.",457891,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,The retrieval process may return sentences which do not match the original context.,Model Analysis,"This retrieval is already quite good, as we use a high quality ElasticSearch retrieval and use the original context sentence as the query, not just the answer word.",Model Analysis,result,
46482,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 12/54
==========================================================================================
0. Model Analysis -- 5/40
------------------------------------------------------------------------------------------
This retrieval is already quite good, as we use a high quality ElasticSearch retrieval and use the original context sentence as the query, not just the answer word.",457892,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"On a random sample, 15/18 retrieved sentences were judged as entirely relevant to the original sentence.",Model Analysis,"While we do not explicitly ensure that the retrieved sentence has the same meaning, we find that the search results with entity matching gives largely semantically matching sentences.",Model Analysis,result,
46483,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 13/54
==========================================================================================
0. Model Analysis -- 6/40
------------------------------------------------------------------------------------------
While we do not explicitly ensure that the retrieved sentence has the same meaning, we find that the search results with entity matching gives largely semantically matching sentences.",457893,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"This retrieval is already quite good, as we use a high quality ElasticSearch retrieval and use the original context sentence as the query, not just the answer word.",Model Analysis,"Additionally, we believe the sentences which have loosely related meaning may act as a regularization factor which prevent the downstream QA model from learning only string matching patterns.",Model Analysis,result,
46484,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 14/54
==========================================================================================
0. Model Analysis -- 7/40
------------------------------------------------------------------------------------------
Additionally, we believe the sentences which have loosely related meaning may act as a regularization factor which prevent the downstream QA model from learning only string matching patterns.",457894,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"While we do not explicitly ensure that the retrieved sentence has the same meaning, we find that the search results with entity matching gives largely semantically matching sentences.",Model Analysis,"Along these lines, (Lewis et al., 2019) found that a simple noise function of dropping, masking and permuting words was a strong question generation baseline.",Model Analysis,result,
46485,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 15/54
==========================================================================================
0. Model Analysis -- 8/40
------------------------------------------------------------------------------------------
Along these lines, (Lewis et al., 2019) found that a simple noise function of dropping, masking and permuting words was a strong question generation baseline.",457895,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Additionally, we believe the sentences which have loosely related meaning may act as a regularization factor which prevent the downstream QA model from learning only string matching patterns.",Model Analysis,"We believe that loosely related context sentences can act as a more intuitive noise function, and investigating the role of the semantic match of the retrieved sentences is an important direction for future work.",Model Analysis,result#rw,
46486,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 16/54
==========================================================================================
0. Model Analysis -- 9/40
------------------------------------------------------------------------------------------
We believe that loosely related context sentences can act as a more intuitive noise function, and investigating the role of the semantic match of the retrieved sentences is an important direction for future work.",457896,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Along these lines, (Lewis et al., 2019) found that a simple noise function of dropping, masking and permuting words was a strong question generation baseline.",Model Analysis,"For the sections which follow, we only show results of retrieved sentences, as the trend of improved performance held across all experiments. ",Model Analysis,directions#result,
46487,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 17/54
==========================================================================================
0. Model Analysis -- 10/40
------------------------------------------------------------------------------------------
For the sections which follow, we only show results of retrieved sentences, as the trend of improved performance held across all experiments. ",457897,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"We believe that loosely related context sentences can act as a more intuitive noise function, and investigating the role of the semantic match of the retrieved sentences is an important direction for future work.",Model Analysis,Effect of template components: We evaluate the effect of individual template components on downstream QA performance.,Model Analysis,,
46488,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 18/54
==========================================================================================
0. Model Analysis -- 11/40
------------------------------------------------------------------------------------------
Effect of template components: We evaluate the effect of individual template components on downstream QA performance.",457898,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"For the sections which follow, we only show results of retrieved sentences, as the trend of improved performance held across all experiments. ",Model Analysis,Results are shown in Table 2.,Model Analysis,,
46489,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 19/54
==========================================================================================
0. Model Analysis -- 12/40
------------------------------------------------------------------------------------------
Results are shown in Table 2.",457899,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Effect of template components: We evaluate the effect of individual template components on downstream QA performance.,Model Analysis,Wh template methods improve largely over the simple cloze templates.,Model Analysis,,
46490,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 20/54
==========================================================================================
0. Model Analysis -- 13/40
------------------------------------------------------------------------------------------
Wh template methods improve largely over the simple cloze templates.",457900,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Results are shown in Table 2.,Model Analysis,"""Wh + B + A + ?"" performs best among the template-based methods, as having the Wh word at the beginning most resembles the target SQuAD domain and switching the order of Fragment B and Fragment A may force the model to learn more complex relationships from the question.",Model Analysis,result,
46491,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 21/54
==========================================================================================
0. Model Analysis -- 14/40
------------------------------------------------------------------------------------------
""Wh + B + A + ?"" performs best among the template-based methods, as having the Wh word at the beginning most resembles the target SQuAD domain and switching the order of Fragment B and Fragment A may force the model to learn more complex relationships from the question.",457901,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Wh template methods improve largely over the simple cloze templates.,Model Analysis,We additionally test the effect of the wh-component and the question mark added at the end of the sentence.,Model Analysis,result,
46492,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 22/54
==========================================================================================
0. Model Analysis -- 15/40
------------------------------------------------------------------------------------------
We additionally test the effect of the wh-component and the question mark added at the end of the sentence.",457902,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"""Wh + B + A + ?"" performs best among the template-based methods, as having the Wh word at the beginning most resembles the target SQuAD domain and switching the order of Fragment B and Fragment A may force the model to learn more complex relationships from the question.",Model Analysis,"Using the same data as ""Wh + B + A + ?""",Model Analysis,,
46493,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 23/54
==========================================================================================
0. Model Analysis -- 16/40
------------------------------------------------------------------------------------------
Using the same data as ""Wh + B + A + ?""",457903,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,We additionally test the effect of the wh-component and the question mark added at the end of the sentence.,Model Analysis,but removing the wh-component results in a large decrease in performance.,Model Analysis,error#result,
46494,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 24/54
==========================================================================================
0. Model Analysis -- 17/40
------------------------------------------------------------------------------------------
but removing the wh-component results in a large decrease in performance.",457904,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Using the same data as ""Wh + B + A + ?""",Model Analysis,"We believe that this is because the wh-component signals the type of possible answer entities, which helps narrow down the space of possible answers.",Model Analysis,error#result,
46495,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 25/54
==========================================================================================
0. Model Analysis -- 18/40
------------------------------------------------------------------------------------------
We believe that this is because the wh-component signals the type of possible answer entities, which helps narrow down the space of possible answers.",457905,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,but removing the wh-component results in a large decrease in performance.,Model Analysis,"Removing the question mark at the end of the template also results in decreased performance, but not as large as removing the wh-component.",Model Analysis,result,
46496,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 26/54
==========================================================================================
0. Model Analysis -- 19/40
------------------------------------------------------------------------------------------
Removing the question mark at the end of the template also results in decreased performance, but not as large as removing the wh-component.",457906,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"We believe that this is because the wh-component signals the type of possible answer entities, which helps narrow down the space of possible answers.",Model Analysis,This may be a result of BERT pretraining which expects certain punctuation based on sentence structure.,Model Analysis,result,
46497,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 27/54
==========================================================================================
0. Model Analysis -- 20/40
------------------------------------------------------------------------------------------
This may be a result of BERT pretraining which expects certain punctuation based on sentence structure.",457907,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Removing the question mark at the end of the template also results in decreased performance, but not as large as removing the wh-component.",Model Analysis,"We note that these questions may not be grammatical, which may have an impact on performance.",Model Analysis,result,
46498,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 28/54
==========================================================================================
0. Model Analysis -- 21/40
------------------------------------------------------------------------------------------
We note that these questions may not be grammatical, which may have an impact on performance.",457908,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,This may be a result of BERT pretraining which expects certain punctuation based on sentence structure.,Model Analysis,Improving the question quality makes a difference in performance as seen from the jump from cloze-style questions to template questions.,Model Analysis,result,
46499,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 29/54
==========================================================================================
0. Model Analysis -- 22/40
------------------------------------------------------------------------------------------
Improving the question quality makes a difference in performance as seen from the jump from cloze-style questions to template questions.",457909,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"We note that these questions may not be grammatical, which may have an impact on performance.",Model Analysis,"The ablation studies suggest that a combination of question relevance, though matching entities, and question formulation, as described above, determine downstream performance.",Model Analysis,result,
46500,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 30/54
==========================================================================================
0. Model Analysis -- 23/40
------------------------------------------------------------------------------------------
The ablation studies suggest that a combination of question relevance, though matching entities, and question formulation, as described above, determine downstream performance.",457910,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Improving the question quality makes a difference in performance as seen from the jump from cloze-style questions to template questions.,Model Analysis,Balancing those two components is an interesting problem and we leave improving grammaticality and fluency through means such as language model generation for future experiments. ,Model Analysis,result,
46501,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 31/54
==========================================================================================
0. Model Analysis -- 24/40
------------------------------------------------------------------------------------------
Balancing those two components is an interesting problem and we leave improving grammaticality and fluency through means such as language model generation for future experiments. ",457911,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"The ablation studies suggest that a combination of question relevance, though matching entities, and question formulation, as described above, determine downstream performance.",Model Analysis,"In the last two rows of Table 2, we show the effect of using the wh bi-gram prior on downstream QA training.",Model Analysis,directions#result,
46502,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 32/54
==========================================================================================
0. Model Analysis -- 25/40
------------------------------------------------------------------------------------------
In the last two rows of Table 2, we show the effect of using the wh bi-gram prior on downstream QA training.",457912,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Balancing those two components is an interesting problem and we leave improving grammaticality and fluency through means such as language model generation for future experiments. ,Model Analysis,"Using the most-common wh word by grouping named entities into 5 categories according to (Lewis et al., 2019) performs very close to the best-performing wh n-gram prior method, while using a single wh-word (what) results in a significant decrease in performance.",Model Analysis,,
46503,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 33/54
==========================================================================================
0. Model Analysis -- 26/40
------------------------------------------------------------------------------------------
Using the most-common wh word by grouping named entities into 5 categories according to (Lewis et al., 2019) performs very close to the best-performing wh n-gram prior method, while using a single wh-word (what) results in a significant decrease in performance.",457913,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"In the last two rows of Table 2, we show the effect of using the wh bi-gram prior on downstream QA training.",Model Analysis,These results suggest that information about named entity type signaled by the wh-word does provide important information to the model but further information beyond wh-simple does not improve results significantly. ,Model Analysis,result#rw,
46504,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 34/54
==========================================================================================
0. Model Analysis -- 27/40
------------------------------------------------------------------------------------------
These results suggest that information about named entity type signaled by the wh-word does provide important information to the model but further information beyond wh-simple does not improve results significantly. ",457914,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Using the most-common wh word by grouping named entities into 5 categories according to (Lewis et al., 2019) performs very close to the best-performing wh n-gram prior method, while using a single wh-word (what) results in a significant decrease in performance.",Model Analysis,Effect of filtering by entity matching:,Model Analysis,result,
46505,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 35/54
==========================================================================================
0. Model Analysis -- 28/40
------------------------------------------------------------------------------------------
Effect of filtering by entity matching:",457915,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,These results suggest that information about named entity type signaled by the wh-word does provide important information to the model but further information beyond wh-simple does not improve results significantly. ,Model Analysis,"Besides ensuring that the retrieved sentence and query sentence share the answer entity, we require that at least one additional matching entity appears in both query sentence and entire context.",Model Analysis,,
46506,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 36/54
==========================================================================================
0. Model Analysis -- 29/40
------------------------------------------------------------------------------------------
Besides ensuring that the retrieved sentence and query sentence share the answer entity, we require that at least one additional matching entity appears in both query sentence and entire context.",457916,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Effect of filtering by entity matching:,Model Analysis,Results are shown in Table 3.,Model Analysis,,
46507,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 37/54
==========================================================================================
0. Model Analysis -- 30/40
------------------------------------------------------------------------------------------
Results are shown in Table 3.",457917,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Besides ensuring that the retrieved sentence and query sentence share the answer entity, we require that at least one additional matching entity appears in both query sentence and entire context.",Model Analysis,"Auxillary matching leads to improvements over no matching when using template-based data, with best results using matching with both query and context.",Model Analysis,,
46508,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 38/54
==========================================================================================
0. Model Analysis -- 31/40
------------------------------------------------------------------------------------------
Auxillary matching leads to improvements over no matching when using template-based data, with best results using matching with both query and context.",457918,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Results are shown in Table 3.,Model Analysis,Matching may filter some sentences whose topic are too far from the original context.,Model Analysis,result,
46509,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 39/54
==========================================================================================
0. Model Analysis -- 32/40
------------------------------------------------------------------------------------------
Matching may filter some sentences whose topic are too far from the original context.",457919,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Auxillary matching leads to improvements over no matching when using template-based data, with best results using matching with both query and context.",Model Analysis,We leave further investigation of the effect of retrieved sentence relevance to future work. ,Model Analysis,result,
46510,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 40/54
==========================================================================================
0. Model Analysis -- 33/40
------------------------------------------------------------------------------------------
We leave further investigation of the effect of retrieved sentence relevance to future work. ",457920,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Matching may filter some sentences whose topic are too far from the original context.,Model Analysis,"Effect of synthetic training dataset size: Notably, (Lewis et al., 2019)    as well.",Model Analysis,directions,
46511,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 41/54
==========================================================================================
0. Model Analysis -- 34/40
------------------------------------------------------------------------------------------
Effect of synthetic training dataset size: Notably, (Lewis et al., 2019)    as well.",457921,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,We leave further investigation of the effect of retrieved sentence relevance to future work. ,Model Analysis,Figure 3 shows the performance from training over random subsets of differing sizes and testing on the SQuAD development data.,Model Analysis,error#result#rw,
46512,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 42/54
==========================================================================================
0. Model Analysis -- 35/40
------------------------------------------------------------------------------------------
Figure 3 shows the performance from training over random subsets of differing sizes and testing on the SQuAD development data.",457922,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Effect of synthetic training dataset size: Notably, (Lewis et al., 2019)    as well.",Model Analysis,"We sample a random question for each context from the data of (Lewis et al., 2019).",Model Analysis,,
46513,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 43/54
==========================================================================================
0. Model Analysis -- 36/40
------------------------------------------------------------------------------------------
We sample a random question for each context from the data of (Lewis et al., 2019).",457923,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,Figure 3 shows the performance from training over random subsets of differing sizes and testing on the SQuAD development data.,Model Analysis,"Even with as little as 10k datapoints, training from our synthetically generated template-based data with auxiliary matching outperforms the results from ablation studies in (Lewis et al., 2019).",Model Analysis,,
46514,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 44/54
==========================================================================================
0. Model Analysis -- 37/40
------------------------------------------------------------------------------------------
Even with as little as 10k datapoints, training from our synthetically generated template-based data with auxiliary matching outperforms the results from ablation studies in (Lewis et al., 2019).",457924,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"We sample a random question for each context from the data of (Lewis et al., 2019).",Model Analysis,"Using data from our templatebased data consistently outperforms that of (Lewis et al., 2019).",Model Analysis,result#rw,
46515,"Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
==========================================================================================
2. Experiments -- 45/54
==========================================================================================
0. Model Analysis -- 38/40
------------------------------------------------------------------------------------------
Using data from our templatebased data consistently outperforms that of (Lewis et al., 2019).",457925,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"0. abstract
1. Introduction
2. Experiments
3. Conclusion
",2020,"Even with as little as 10k datapoints, training from our synthetically generated template-based data with auxiliary matching outperforms the results from ablation studies in (Lewis et al., 2019).",Model Analysis,"Training on either dataset shows similar trends; performance decreases after increasing the number of synthetic examples past 100,000, likely due to a distributional mismatch with the SQuAD data.",Model Analysis,result#rw,
